image,amusement_Mean,amusement_Std,anger_Mean,anger_Std,attachment love_Mean,attachment love_Std,awe_Mean,awe_Std,craving_Mean,craving_Std,disgust_Mean,disgust_Std,excitement_Mean,excitement_Std,fear_Mean,fear_Std,joy_Mean,joy_Std,neutral_Mean,neutral_Std,nurturant love_Mean,nurturant love_Std,sadness_Mean,sadness_Std,positive_Mean,positive_Std,negative_Mean,negative_Std,calm_Mean,calm_Std,aroused_Mean,aroused_Std,motivated to approach_Mean,motivated to approach_Std,motivated to avoid_Mean,motivated to avoid_Std
amusement_new_30.jpg,5.98,0.3188,1.0,0.0,6.04,0.4499,2.7,1.0152,2.6,0.9897,1.2,0.4041,4.5,1.0546,1.0,0.0,6.06,0.2399,2.58,0.6728,5.88,0.8485,1.1,0.303,6.42,0.4986,1.04,0.1979,4.42,1.2137,3.82,0.8497,5.96,0.3476,1.54,0.7616
amusement_new_31.jpg,5.74,0.5997,1.08,0.274,5.98,0.3774,2.32,0.6833,2.76,0.9381,1.1,0.303,5.96,0.3476,1.24,0.4314,6.06,0.2399,2.7,0.5803,5.66,0.7982,1.1,0.303,6.3,0.4629,1.08,0.274,1.86,0.4046,5.96,0.3476,5.98,0.3774,1.94,0.8184
amusement_new_31_midj_af.jpg,3.7,1.2817,1.04,0.1979,6.02,0.3188,5.96,0.3476,3.1,1.1112,1.04,0.1979,5.88,0.3854,2.04,0.6688,5.96,0.3476,2.9,0.8631,6.0,0.3499,1.24,0.4314,6.42,0.4986,1.08,0.274,2.04,0.533,5.96,0.3476,5.94,0.3731,2.38,0.9452
amusement_new_31_midj_as.jpg,3.76,1.2216,1.22,0.4185,5.96,0.3476,5.24,0.8221,2.84,0.9337,1.22,0.4185,4.92,0.8999,1.44,0.5771,5.8,0.4518,3.28,0.8581,5.98,0.3774,1.52,0.5436,6.06,0.2399,1.2,0.4041,2.84,0.8889,5.42,0.6728,5.5,0.7354,2.14,0.7562
amusement_new_31_midj_euna.jpg,5.74,0.5997,1.08,0.274,5.98,0.3774,2.32,0.6833,2.76,0.9381,1.1,0.303,5.96,0.3476,1.24,0.4314,6.06,0.2399,2.7,0.5803,5.66,0.7982,1.1,0.303,6.3,0.4629,1.08,0.274,1.86,0.4046,5.96,0.3476,5.98,0.3774,1.94,0.8184
amusement_new_31_midj_sa.jpg,5.88,0.3854,1.04,0.1979,5.9,0.4165,4.48,1.0349,2.88,1.0622,1.08,0.274,5.96,0.2828,1.06,0.2399,6.04,0.1979,2.92,0.8041,5.6,0.7825,1.08,0.274,6.14,0.3505,1.04,0.1979,2.12,0.4798,5.96,0.3476,5.94,0.3731,1.8,0.7825
animals_173_h_midj.jpg,3.4,0.9258,1.0,0.0,4.38,1.1045,3.18,0.9409,2.38,0.9666,1.08,0.274,2.22,0.6158,1.06,0.2399,4.06,0.9775,3.38,0.7796,2.78,1.016,1.64,0.5628,5.94,0.3136,1.2,0.4041,5.96,0.3476,3.24,0.716,4.5,1.0546,1.64,0.7762
poshighnonsoc_11_midj.jpg,6.06,0.2399,1.0,0.0,6.36,0.4849,2.0,0.6999,2.18,0.8003,1.0,0.0,5.96,0.3476,1.0,0.0,6.42,0.4986,1.98,0.6224,5.7,0.9742,1.0,0.0,6.92,0.274,1.0,0.0,2.22,0.5455,5.88,0.4352,5.98,0.3774,1.22,0.4647
poshighnonsoc_11_midj_af.jpg,3.54,0.9304,1.04,0.1979,5.56,0.6749,2.24,0.744,2.48,0.8628,1.08,0.274,3.68,0.8192,1.06,0.2399,5.72,0.4536,2.84,0.7656,4.02,1.1516,1.1,0.303,6.04,0.1979,1.12,0.3283,4.28,0.9697,4.6,0.8081,5.42,0.6728,1.6,0.7559
poshighnonsoc_11_midj_as.jpg,4.06,1.0768,1.04,0.1979,5.96,0.3476,2.16,0.7384,2.24,0.6869,1.08,0.274,4.2,0.9476,1.08,0.274,5.94,0.3136,2.7,0.5803,4.56,1.2643,1.2,0.4041,6.14,0.3505,1.1,0.303,4.02,1.02,4.94,0.8901,5.76,0.4764,1.4,0.6389
poshighnonsoc_11_midj_euna.jpg,6.06,0.2399,1.0,0.0,6.36,0.4849,2.0,0.6999,2.18,0.8003,1.0,0.0,5.96,0.3476,1.0,0.0,6.42,0.4986,1.98,0.6224,5.7,0.9742,1.0,0.0,6.92,0.274,1.0,0.0,2.22,0.5455,5.88,0.4352,5.98,0.3774,1.22,0.4647
poshighnonsoc_11_midj_sa.jpg,6.14,0.3505,1.08,0.274,6.36,0.4849,1.86,0.8332,2.04,0.9026,1.04,0.1979,6.1,0.4165,1.0,0.0,6.42,0.4986,1.34,0.5573,2.64,1.4107,1.0,0.0,6.58,0.4986,1.0,0.0,1.08,0.274,6.08,0.4445,6.04,0.4499,1.44,0.7045
poshighnonsoc_19_midj.jpg,6.02,0.2466,1.0,0.0,5.98,0.3774,3.48,1.015,2.38,0.9666,1.12,0.3283,4.82,1.0821,1.0,0.0,5.96,0.3476,2.76,0.8466,4.66,1.4373,1.24,0.4314,6.14,0.3505,1.04,0.1979,4.06,1.0768,4.36,1.0451,5.64,0.6928,1.58,0.7309
poshighnonsoc_19_midj_af.jpg,2.54,0.9082,1.0,0.0,5.96,0.3476,2.7,0.8631,3.12,1.0029,1.06,0.2399,1.98,0.5147,1.1,0.303,3.08,0.7516,3.38,0.8053,5.88,0.5584,2.28,0.4536,6.04,0.1979,1.2,0.4041,5.94,0.3136,2.78,0.6788,4.3,1.1294,1.98,0.8449
poshighnonsoc_19_midj_as.jpg,4.98,1.0971,1.26,0.4431,4.5,1.0546,4.02,1.02,2.02,0.8687,1.1,0.303,2.52,0.5436,1.42,0.5746,1.98,0.5147,3.46,0.8855,1.84,0.7918,2.2,0.4518,5.46,0.6764,1.62,0.6354,5.46,0.6764,3.32,0.7939,4.24,1.0797,2.4,0.8081
poshighnonsoc_19_midj_euna.jpg,5.48,0.8862,1.0,0.0,6.08,0.4445,3.18,0.9409,2.24,0.8935,1.1,0.303,2.88,0.8241,1.06,0.2399,4.5,1.0546,2.82,0.7743,5.68,0.9134,2.04,0.533,6.06,0.2399,1.08,0.274,5.22,0.9322,3.28,0.7835,4.42,1.0897,1.22,0.4647
poshighnonsoc_19_midj_sa.jpg,5.52,0.8862,1.08,0.274,5.96,0.402,3.42,1.0319,2.22,0.8873,1.2,0.4041,2.76,0.6869,1.26,0.4431,2.74,0.6642,3.28,0.8816,4.26,1.482,2.32,0.4712,6.0,0.2857,1.42,0.5746,5.18,0.8965,3.48,0.8628,3.86,1.2124,1.92,0.8533
9340_midj.jpg,1.04,0.1979,2.76,0.6869,1.36,0.6312,1.0,0.0,1.06,0.2399,5.74,0.6328,1.0,0.0,1.82,0.7197,1.0,0.0,2.28,0.6713,1.0,0.0,4.32,0.9134,1.0,0.0,5.96,0.3476,1.0,0.0,2.74,0.6642,1.4,0.6389,4.8,0.9035
anger_new_1.jpg,5.0,0.8806,1.98,0.8449,2.18,0.8003,2.32,0.6833,3.04,0.9681,4.28,0.9697,2.62,0.5303,2.08,0.6652,1.6,0.6999,3.1,0.8631,1.06,0.2399,2.78,0.6788,2.52,0.5436,3.94,0.8668,1.72,0.6402,3.86,0.8809,2.66,0.8234,3.46,0.9733
anger_new_10.jpg,2.06,0.6824,1.48,0.5799,3.14,0.8574,2.44,0.5771,3.02,0.8919,1.24,0.4314,2.74,0.5646,2.02,0.5529,1.9,0.4629,3.38,0.7796,1.08,0.274,3.24,0.716,3.14,0.5718,3.7,0.8864,3.6,0.9258,3.82,0.8734,3.28,0.8091,2.94,0.8668
anger_new_11.jpg,1.0,0.0,4.4,1.088,1.1,0.303,1.04,0.1979,1.0,0.0,5.98,0.3774,1.0,0.0,3.3,1.0152,1.0,0.0,2.0,0.6999,1.0,0.0,5.96,0.3476,1.0,0.0,6.04,0.1979,1.08,0.274,3.14,0.926,1.22,0.4647,5.5,0.7354
anger_new_11_midj_af.jpg,1.0,0.0,4.22,1.2337,1.1,0.303,1.2,0.4041,1.0,0.0,6.12,0.4798,1.04,0.1979,3.36,1.0835,1.0,0.0,2.0,0.6389,1.0,0.0,6.12,0.4798,1.0,0.0,6.26,0.4431,1.1,0.303,3.0,0.9035,1.2,0.4041,5.68,0.7677
anger_new_11_midj_as.jpg,1.38,0.6354,4.88,1.0622,1.4,0.6389,1.1,0.303,1.14,0.4046,5.98,0.3774,1.08,0.274,3.04,0.9026,1.0,0.0,2.24,0.6565,1.0,0.0,5.96,0.3476,1.04,0.1979,6.06,0.2399,1.28,0.4536,3.18,0.8734,1.38,0.6354,5.5,0.7354
anger_new_11_midj_euna.jpg,1.0,0.0,4.44,1.0721,1.1,0.303,1.04,0.1979,1.0,0.0,5.98,0.3774,1.0,0.0,3.3,1.0152,1.0,0.0,2.0,0.6999,1.0,0.0,5.96,0.3476,1.0,0.0,6.04,0.1979,1.08,0.274,3.12,0.9179,1.22,0.4647,5.5,0.7354
anger_new_11_midj_sa.jpg,1.04,0.1979,4.0,1.0302,1.34,0.6263,1.2,0.4041,1.08,0.3405,5.96,0.3476,1.08,0.274,2.8,0.8806,1.0,0.0,2.12,0.7183,1.0,0.0,5.9,0.4165,1.04,0.1979,5.98,0.3188,1.2,0.4041,2.88,0.799,1.44,0.6749,5.22,0.8401
anger_new_13.jpg,5.96,0.3476,1.22,0.4647,5.98,0.3774,1.62,0.7253,2.98,1.0593,1.0,0.0,5.98,0.3188,1.1,0.303,6.06,0.2399,2.4,0.8081,4.34,1.4654,1.04,0.1979,6.26,0.4431,1.1,0.303,1.22,0.4185,5.96,0.3476,5.96,0.6376,1.54,0.7616
anger_new_14.jpg,2.32,0.9781,5.84,0.6181,1.36,0.6312,1.04,0.1979,1.38,0.6667,3.06,1.2357,4.44,1.0721,4.62,1.3076,1.0,0.0,1.24,0.4764,1.0,0.0,1.2,0.4041,1.04,0.1979,5.88,0.4352,1.0,0.0,5.8,0.4949,1.14,0.4046,5.4,0.9689
anger_new_14_midj_af.jpg,3.76,1.2707,5.98,0.3774,1.04,0.1979,1.06,0.2399,1.38,0.6667,2.72,1.1073,5.5,0.7354,4.98,1.2036,1.0,0.0,1.1,0.303,1.0,0.0,1.08,0.274,1.08,0.274,5.88,0.4352,1.0,0.0,6.04,0.4499,1.12,0.3854,5.76,0.6565
anger_new_14_midj_as.jpg,1.68,0.7677,6.3,0.4629,1.08,0.274,1.1,0.303,1.34,0.6263,2.18,1.0631,4.44,1.2316,5.0,1.3093,1.0,0.0,1.1,0.303,1.0,0.0,1.08,0.274,1.04,0.1979,6.0,0.3499,1.0,0.0,6.04,0.4499,1.06,0.2399,5.88,0.659
anger_new_14_midj_euna.jpg,2.32,0.9781,5.84,0.6181,1.36,0.6312,1.04,0.1979,1.38,0.6667,3.06,1.2357,4.44,1.0721,4.62,1.3076,1.0,0.0,1.24,0.4764,1.0,0.0,1.2,0.4041,1.04,0.1979,5.88,0.4352,1.0,0.0,5.8,0.4949,1.14,0.4046,5.4,0.9689
anger_new_14_midj_sa.jpg,5.74,0.5997,5.56,0.6749,2.02,0.8687,1.92,0.8533,2.32,0.9988,2.34,1.0022,5.46,0.6764,3.56,1.1095,1.62,0.7253,1.98,0.8449,1.08,0.274,1.24,0.4314,2.84,0.8889,3.8,1.1952,1.0,0.0,5.7,0.5051,2.12,1.023,4.16,1.2182
anger_new_15.jpg,4.04,1.0294,1.98,0.8449,4.54,1.0539,1.4,0.6389,2.86,0.8332,1.68,0.6833,5.36,0.6627,2.74,0.8762,3.94,0.9127,2.74,0.6642,2.46,0.8855,1.98,0.5147,5.34,0.7453,2.48,0.5436,1.26,0.4431,5.66,0.4785,5.46,0.706,3.16,0.9971
anger_new_2.jpg,1.26,0.5272,1.08,0.274,2.04,0.7548,1.22,0.4647,1.38,0.6667,5.0,0.8806,1.04,0.1979,4.1,0.8864,1.0,0.0,2.96,0.8562,1.04,0.1979,4.8,0.7825,1.2,0.4041,5.84,0.4219,1.96,0.57,2.36,0.6928,1.54,0.7616,5.46,0.706
anger_new_3.jpg,1.0,0.0,3.54,1.4598,1.2,0.4041,1.08,0.274,1.04,0.1979,4.54,1.0539,1.08,0.274,5.94,0.3731,1.0,0.0,1.5,0.6776,1.0,0.0,5.96,0.3476,1.0,0.0,6.06,0.2399,1.0,0.0,5.52,0.7068,1.6,0.7559,5.78,0.6158
anger_new_3_midj_af.jpg,1.0,0.0,5.74,0.6328,1.22,0.4647,1.8,0.7825,1.18,0.4819,3.22,1.2171,1.4,0.6389,5.56,0.6749,1.0,0.0,2.24,0.6869,1.0,0.0,4.84,1.0568,1.04,0.1979,6.06,0.2399,1.0,0.0,5.52,0.7068,1.98,0.8449,4.98,1.1156
anger_new_3_midj_as.jpg,1.08,0.274,4.32,0.9988,1.38,0.6354,1.56,0.7045,1.52,0.7624,3.18,0.9409,2.8,0.7284,5.36,0.6627,1.0,0.0,2.44,0.5771,1.0,0.0,4.42,0.9055,1.26,0.4431,5.96,0.2828,1.04,0.1979,5.42,0.6728,2.32,0.6833,5.14,0.8084
anger_new_3_midj_euna.jpg,1.0,0.0,3.54,1.4598,1.2,0.4041,1.08,0.274,1.04,0.1979,4.54,1.0539,1.08,0.274,5.94,0.3731,1.0,0.0,1.5,0.6776,1.0,0.0,5.96,0.3476,1.0,0.0,6.06,0.2399,1.0,0.0,5.52,0.7068,1.6,0.7559,5.78,0.6158
anger_new_3_midj_sa.jpg,1.08,0.274,5.46,0.6764,1.22,0.4185,1.7,0.7071,1.6,0.7559,2.9,0.8631,4.36,1.0451,5.34,0.7453,1.0,0.0,2.32,0.6833,1.0,0.0,2.76,0.6565,1.2,0.4041,6.04,0.1979,1.0,0.0,5.8,0.4518,2.24,0.744,5.26,0.8992
anger_new_4.jpg,3.44,1.0134,4.74,1.2257,1.44,0.6749,1.4,0.6389,2.66,0.9817,5.2,0.9258,5.34,0.7453,2.52,0.9739,1.04,0.1979,2.04,0.9026,1.0,0.0,2.16,0.7384,1.34,0.5573,5.6,0.6389,1.0,0.0,5.54,0.6764,2.52,0.9311,4.0,1.2289
anger_new_5.jpg,1.0,0.0,3.72,0.9485,1.86,0.7827,1.1,0.303,1.24,0.5911,5.66,0.5194,1.08,0.274,2.18,0.5956,1.0,0.0,2.32,0.6833,1.0,0.0,4.7,0.7354,1.08,0.274,5.94,0.3136,1.12,0.3283,2.82,0.7197,1.94,0.6518,5.28,0.701
anger_new_5_midj_af.jpg,1.0,0.0,2.64,0.8751,1.88,0.773,1.68,0.6833,1.38,0.6667,5.46,0.6455,1.22,0.4185,2.36,0.6627,1.0,0.0,2.76,0.6869,1.0,0.0,5.04,0.7273,1.48,0.5799,5.88,0.3854,1.48,0.5799,3.14,0.7287,2.12,0.6893,4.58,0.9055
anger_new_5_midj_as.jpg,1.1,0.303,2.84,0.9337,1.66,0.7453,2.02,0.5529,1.44,0.7045,5.64,0.6312,1.24,0.4314,2.98,0.8687,1.0,0.0,2.44,0.5771,1.04,0.1979,4.96,0.8562,1.46,0.5425,5.9,0.4165,1.26,0.4431,2.62,0.5303,1.76,0.6869,4.84,1.0759
anger_new_5_midj_euna.jpg,1.0,0.0,3.72,0.9485,1.86,0.7827,1.1,0.303,1.24,0.5911,5.66,0.5194,1.08,0.274,2.18,0.5956,1.0,0.0,2.32,0.6833,1.0,0.0,4.7,0.7354,1.08,0.274,5.94,0.3136,1.1,0.303,2.82,0.7197,1.94,0.6518,5.28,0.701
anger_new_5_midj_sa.jpg,1.0,0.0,3.18,0.9409,1.8,0.7825,1.26,0.4431,1.12,0.3854,5.84,0.4219,1.06,0.2399,2.84,0.7384,1.0,0.0,2.28,0.6713,1.0,0.0,5.42,0.6728,1.08,0.274,5.94,0.3136,1.08,0.274,3.04,0.9026,1.78,0.7365,5.34,0.7174
anger_new_6.jpg,1.44,0.7045,1.58,0.7309,2.16,0.7384,1.38,0.6354,1.8,0.8571,1.58,0.7309,2.24,0.6247,1.56,0.7045,1.2,0.4041,3.4,0.7825,1.0,0.0,1.96,0.6047,2.72,0.5729,2.32,0.6833,3.36,0.9638,2.98,0.5887,3.46,0.9082,2.48,0.8628
anger_new_8.jpg,1.92,0.8041,4.9,1.1473,1.38,0.6354,1.0,0.0,1.8,0.8571,3.94,1.0768,2.12,0.6893,2.12,0.773,1.0,0.0,1.98,0.8449,1.0,0.0,1.98,0.5887,1.04,0.1979,5.64,0.6627,1.0,0.0,4.56,1.0134,2.06,0.6824,3.6,1.0102
garbagedump2_midj.jpg,1.0,0.0,3.18,0.8734,1.36,0.6312,1.0,0.0,1.0,0.0,5.84,0.4677,1.0,0.0,2.06,0.5859,1.0,0.0,2.32,0.6833,1.0,0.0,5.08,0.8041,1.0,0.0,5.98,0.3188,1.08,0.274,2.66,0.6263,1.52,0.6141,5.14,0.9691
garbagedump4_midj.jpg,1.08,0.274,3.76,1.0012,1.22,0.4647,1.04,0.1979,1.04,0.1979,6.04,0.4499,1.0,0.0,2.66,0.6263,1.0,0.0,2.16,0.6809,1.0,0.0,5.7,0.5051,1.0,0.0,6.34,0.4785,1.0,0.0,3.18,0.8734,1.26,0.487,5.68,0.7126
h038_midj.jpg,1.0,0.0,1.22,0.4647,1.44,0.6749,2.02,0.8687,1.34,0.6263,5.56,0.7329,1.04,0.1979,3.6,1.0102,1.0,0.0,2.2,0.8081,1.08,0.274,5.88,0.4352,1.06,0.2399,6.0,0.3499,1.6,0.6999,2.92,0.8999,1.58,0.7309,5.04,0.9681
landscapes_026_h_midj.jpg,1.0,0.0,2.88,0.8241,1.14,0.4046,1.0,0.0,1.0,0.0,5.84,0.4677,1.0,0.0,2.24,0.6247,1.0,0.0,2.16,0.7384,1.0,0.0,5.0,0.8806,1.0,0.0,5.96,0.3476,1.04,0.1979,2.76,0.6565,1.38,0.6354,5.3,0.7354
landscapes_139_h_midj.jpg,1.08,0.274,3.04,0.9026,1.38,0.6354,1.0,0.0,1.6,0.7559,5.98,0.3774,1.0,0.0,1.94,0.6518,1.0,0.0,2.16,0.6809,1.0,0.0,4.74,0.8283,1.0,0.0,6.08,0.4445,1.0,0.0,3.14,0.9478,1.4,0.6389,5.1,0.8864
landscapes_139_h_midj_af.jpg,1.38,0.6354,3.12,0.9179,1.58,0.7309,1.22,0.4185,1.38,0.6667,5.54,0.6764,1.1,0.303,1.72,0.701,1.0,0.0,2.76,0.6869,1.0,0.0,4.7,0.789,1.08,0.274,5.88,0.4352,1.46,0.5425,2.78,0.6481,2.04,0.6688,4.54,0.9733
landscapes_139_h_midj_as.jpg,1.72,0.7296,1.78,0.7365,2.08,0.6652,2.12,0.6893,2.08,0.8769,4.36,0.8981,1.26,0.4431,1.38,0.6024,1.2,0.4041,3.0,0.8081,1.22,0.4647,3.82,0.8734,2.1,0.4629,4.56,0.7045,2.1,0.544,2.62,0.5303,2.32,0.5511,3.9,0.9313
landscapes_139_h_midj_euna.jpg,1.08,0.274,3.04,0.9026,1.38,0.6354,1.0,0.0,1.6,0.7559,5.98,0.3774,1.0,0.0,1.94,0.6518,1.0,0.0,2.16,0.6809,1.0,0.0,4.74,0.8283,1.0,0.0,6.08,0.4445,1.0,0.0,3.14,0.9478,1.4,0.6389,5.1,0.8864
