"image","happiness_Mean","happiness_Std","surprise_Mean","surprise_Std","sadness_Mean","sadness_Std","anger_Mean","anger_Std","disgust_Mean","disgust_Std","fear_Mean","fear_Std","emotional valence_Mean","emotional valence_Std","arousal_Mean","arousal_Std"
"1812","7.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.96","0.2","3.0","0.0"
"1850","5.2","0.4","5.86","0.35","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","6.22","0.42","3.0","0.0"
"1900","6.8","0.4","4.18","0.39","1.0","0.0","1.0","0.0","2.0","0.0","1.56","0.5","7.04","0.2","4.2","0.4"
"1910","3.96","0.2","2.84","0.37","1.06","0.24","1.0","0.0","1.0","0.0","1.0","0.0","4.62","0.49","2.3","0.46"
"1920","8.0","0.0","4.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","4.6","0.49"
"1930","1.0","0.0","7.94","0.24","2.0","0.0","2.9","0.3","4.38","0.49","9.0","0.0","1.92","0.27","8.18","0.39"
"1931","1.0","0.0","7.0","0.0","1.0","0.0","2.0","0.0","2.9","0.3","8.88","0.33","1.74","0.44","8.0","0.0"
"1942","6.98","0.14","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.4","0.49","2.0","0.0"
"1945","2.4","0.49","5.92","0.27","1.4","0.49","1.0","0.0","7.0","0.0","2.0","0.0","2.4","0.49","6.0","0.0"
"1999","8.22","0.42","2.96","0.2","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.22","0.42","5.24","0.43"
"2000","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.74","0.44"
"2010","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2020","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","4.0","0.0"
"2030","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2040","8.6","0.49","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.6","0.49","4.0","0.0"
"2050","9.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","3.34","0.48"
"2053","2.0","0.0","6.14","0.35","8.0","0.0","2.0","0.0","3.04","0.2","7.24","0.43","2.0","0.0","7.22","0.42"
"2057","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.02","0.14"
"2058","8.0","0.0","4.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","4.0","0.0"
"2070","7.28","0.45","7.82","0.39","1.0","0.0","1.0","0.0","1.0","0.0","1.08","0.27","8.0","0.0","6.0","0.0"
"2080","7.0","0.0","4.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.94","0.24","4.0","0.0"
"2091","9.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","4.0","0.0"
"2092","5.2","0.4","5.96","0.2","3.66","0.48","1.48","0.5","2.08","0.27","2.38","0.49","5.22","0.42","6.06","0.24"
"2100","1.0","0.0","2.94","0.24","2.0","0.0","8.0","0.0","3.58","0.5","5.02","0.14","2.0","0.0","7.0","0.0"
"2110","1.0","0.0","1.94","0.24","2.0","0.0","8.0","0.0","3.52","0.5","5.02","0.14","1.96","0.2","6.9","0.3"
"2120","1.0","0.0","4.18","0.39","1.42","0.5","8.06","0.24","4.26","0.44","6.06","0.24","1.34","0.48","7.92","0.27"
"2130","1.0","0.0","2.0","0.0","2.0","0.0","9.0","0.0","6.58","0.5","4.4","0.49","1.0","0.0","8.0","0.0"
"2141","1.0","0.0","3.74","0.44","9.0","0.0","2.16","0.37","3.08","0.53","4.88","0.39","1.0","0.0","6.9","0.3"
"2150","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.42","0.5","1.0","0.0","8.0","0.0","3.1","0.3"
"2160","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2165","9.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","3.1","0.3"
"2170","8.0","0.0","1.0","0.0","1.4","0.49","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","2.0","0.0"
"2190","2.0","0.0","1.46","0.5","3.7","0.46","1.72","0.45","1.0","0.0","1.0","0.0","3.0","0.0","2.0","0.0"
"2200","2.0","0.0","1.24","0.43","4.12","0.33","2.0","0.0","1.0","0.0","1.0","0.0","3.0","0.0","2.0","0.0"
"2205","1.0","0.0","2.0","0.0","8.54","0.5","2.0","0.0","3.12","0.33","4.58","0.5","1.3","0.46","4.4","0.49"
"2206","2.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.94","0.24","2.0","0.0","2.0","0.0"
"2208","8.0","0.0","6.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","6.16","0.37"
"2209","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2210","2.0","0.0","2.0","0.0","3.2","0.4","2.0","0.0","1.0","0.0","1.9","0.3","2.9","0.3","2.0","0.0"
"2214","3.16","0.37","2.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","4.14","0.35","2.0","0.0"
"2215","2.0","0.0","2.72","0.45","2.0","0.0","2.18","0.39","1.18","0.39","1.18","0.39","2.12","0.33","2.1","0.3"
"2216","9.0","0.0","4.08","0.27","1.0","0.0","1.0","0.0","1.0","0.0","2.0","0.0","9.0","0.0","6.0","0.0"
"2220","2.0","0.0","2.34","0.48","2.0","0.0","4.76","0.59","2.0","0.0","3.18","0.39","2.0","0.0","5.96","0.2"
"2221","2.0","0.0","2.0","0.0","3.0","0.0","3.68","0.47","1.68","0.47","2.04","0.2","2.12","0.33","3.0","0.0"
"2230","2.0","0.0","2.0","0.0","7.06","0.24","2.0","0.0","1.0","0.0","2.0","0.0","2.0","0.0","3.0","0.0"
"2240","2.7","0.46","2.0","0.0","2.7","0.68","1.0","0.0","1.0","0.0","1.06","0.24","3.7","0.46","2.0","0.0"
"2250","2.0","0.0","2.0","0.0","4.58","0.5","1.0","0.0","1.0","0.0","1.68","0.47","3.0","0.0","2.46","0.5"
"2260","7.22","0.42","3.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2270","3.0","0.0","2.16","0.37","3.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","3.96","0.2","2.0","0.0"
"2271","2.0","0.0","3.3","0.46","5.66","0.48","2.94","0.24","2.0","0.0","4.44","0.54","2.12","0.33","5.44","0.5"
"2276","1.0","0.0","2.0","0.0","8.0","0.0","2.0","0.0","1.0","0.0","3.0","0.0","2.0","0.0","5.04","0.35"
"2280","2.0","0.0","2.0","0.0","4.86","0.5","1.38","0.49","1.0","0.0","2.0","0.0","2.96","0.2","2.18","0.39"
"2303","9.0","0.0","2.76","0.43","1.0","0.0","1.02","0.14","1.0","0.0","1.0","0.0","9.0","0.0","7.34","0.48"
"2304","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2310","8.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","2.06","0.24"
"2311","8.16","0.37","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.52","0.5","3.0","0.0"
"2312","3.0","0.0","3.5","0.51","6.0","0.0","2.0","0.0","1.0","0.0","4.46","0.5","3.0","0.0","4.02","0.14"
"2320","6.0","0.0","2.0","0.0","1.78","0.42","1.0","0.0","1.0","0.0","1.0","0.0","6.86","0.35","2.46","0.5"
"2331","6.98","0.14","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.76","0.43","2.0","0.0"
"2340","9.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","4.7","0.46"
"2341","8.0","0.0","2.1","0.3","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.72","0.45"
"2344","9.0","0.0","2.26","0.44","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","7.0","0.0"
"2345","9.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","6.0","0.0"
"2351","6.88","0.33","3.06","0.24","1.3","0.46","1.0","0.0","1.04","0.2","1.0","0.0","7.12","0.33","3.06","0.24"
"2352","9.0","0.0","5.94","0.24","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","6.92","0.27"
"2360","8.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","2.2","0.4"
"2370","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2372","2.0","0.0","6.0","0.0","2.0","0.0","2.68","0.47","1.14","0.35","2.1","0.3","2.0","0.0","4.26","0.44"
"2381","4.0","0.0","2.0","0.0","2.88","0.33","1.0","0.0","1.0","0.0","1.0","0.0","4.06","0.24","2.0","0.0"
"2383","3.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","3.0","0.0","2.0","0.0"
"2385","2.0","0.0","1.54","0.5","7.02","0.14","2.0","0.0","1.02","0.14","2.0","0.0","2.0","0.0","2.9","0.3"
"2389","7.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.04","0.2","6.0","0.0"
"2391","8.0","0.0","4.0","0.0","1.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","8.0","0.0","4.0","0.0"
"2410","2.0","0.0","2.0","0.0","6.9","0.3","2.0","0.0","1.0","0.0","3.28","0.45","2.0","0.0","3.02","0.14"
"2440","2.0","0.0","1.0","0.0","4.08","0.27","2.04","0.2","1.0","0.0","1.12","0.33","2.74","0.44","2.0","0.0"
"2480","3.0","0.0","2.0","0.0","5.86","0.35","1.0","0.0","1.0","0.0","1.98","0.14","3.0","0.0","2.0","0.0"
"2485","4.0","0.0","2.0","0.0","3.04","0.2","1.0","0.0","1.0","0.0","1.0","0.0","4.0","0.0","2.0","0.0"
"2487","5.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","5.98","0.14","3.0","0.0"
"2490","2.0","0.0","2.0","0.0","6.0","0.0","1.0","0.0","3.0","0.0","1.2","0.4","2.0","0.0","2.0","0.0"
"2495","3.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","4.0","0.0","2.0","0.0"
"2500","7.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.02","0.14","2.0","0.0"
"2501","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.06","0.24"
"2510","8.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2514","3.0","0.0","3.16","0.37","2.0","0.0","1.0","0.0","2.0","0.0","2.46","0.5","3.02","0.14","3.0","0.0"
"2515","6.5","0.51","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.0","0.0","2.34","0.48"
"2516","6.0","0.0","1.92","0.27","1.96","0.2","1.0","0.0","1.0","0.0","1.0","0.0","7.0","0.0","2.4","0.49"
"2518","5.12","0.33","1.84","0.37","2.72","0.45","1.0","0.0","1.0","0.0","1.0","0.0","5.94","0.37","2.0","0.0"
"2520","2.0","0.0","2.0","0.0","7.38","0.49","1.0","0.0","1.9","0.3","2.02","0.14","2.0","0.0","2.0","0.0"
"2530","8.7","0.46","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.7","0.46","3.7","0.46"
"2540","8.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","2.0","0.0"
"2550","9.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","9.0","0.0","3.0","0.0"
"2560","7.18","0.39","2.0","0.0","1.04","0.2","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2570","2.0","0.0","2.0","0.0","3.0","0.0","3.82","0.39","1.82","0.39","1.7","0.46","2.84","0.37","2.46","0.5"
"2575","3.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","3.46","0.5","2.0","0.0"
"2580","4.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","5.0","0.0","2.0","0.0"
"2590","4.0","0.0","2.0","0.0","5.4","0.49","1.0","0.0","1.0","0.0","1.74","0.44","3.92","0.27","2.02","0.14"
"2600","3.44","0.5","4.76","0.43","2.0","0.0","2.0","0.0","1.96","0.2","1.24","0.43","3.52","0.54","3.1","0.3"
"2616","4.0","0.0","6.0","0.0","2.0","0.0","2.68","0.47","1.7","0.46","2.7","0.46","4.1","0.3","8.0","0.0"
"2620","3.0","0.0","2.0","0.0","4.86","0.35","1.0","0.0","1.0","0.0","1.0","0.0","3.6","0.49","2.0","0.0"
"2630","2.2","0.4","1.2","0.4","3.62","0.49","1.1","0.3","1.0","0.0","1.0","0.0","3.16","0.37","2.0","0.0"
"2650","6.0","0.0","3.54","0.5","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","6.46","0.5","3.0","0.0"
"2655","8.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","3.0","0.0"
"2660","8.0","0.0","4.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","8.0","0.0","4.0","0.0"
"2661","2.04","0.2","5.92","0.34","6.6","0.49","1.0","0.0","2.32","0.47","5.14","0.35","2.26","0.44","6.1","0.3"
"2681","2.0","0.0","5.2","0.4","2.0","0.0","3.04","0.2","2.0","0.0","6.02","0.14","2.0","0.0","6.02","0.14"
"2682","1.0","0.0","4.0","0.0","2.24","0.43","6.22","0.42","3.86","0.35","7.0","0.0","2.0","0.0","6.16","0.37"
"2690","1.0","0.0","4.0","0.0","3.02","0.38","6.04","0.53","5.0","0.45","8.0","0.0","2.0","0.0","7.0","0.0"
"2691","1.0","0.0","6.7","0.46","6.86","0.35","8.0","0.0","5.32","0.47","7.16","0.37","1.98","0.14","8.0","0.0"
"2692","1.0","0.0","8.0","0.0","4.52","0.5","4.94","0.87","5.86","0.81","9.0","0.0","1.0","0.0","9.0","0.0"
"2700","1.0","0.0","3.7","0.46","9.0","0.0","3.28","0.45","2.0","0.0","4.7","0.46","1.0","0.0","7.0","0.0"
"2702","3.14","0.35","3.86","0.35","3.34","0.48","2.0","0.0","2.44","0.5","1.98","0.14","3.14","0.35","5.1","0.3"
"2710","1.0","0.0","2.0","0.0","7.6","0.49","2.0","0.0","7.0","0.0","5.14","0.45","1.0","0.0","5.1","0.81"
"2720","1.0","0.0","4.0","0.0","2.14","0.35","2.32","0.47","8.0","0.0","2.0","0.0","2.0","0.0","4.64","0.48"
"2722","1.0","0.0","2.0","0.0","7.78","0.42","4.0","0.0","3.0","0.0","5.0","0.0","1.32","0.47","3.8","0.4"
"2730","2.0","0.0","6.36","0.48","5.5","0.51","2.0","0.0","7.8","0.4","3.06","0.24","2.0","0.0","6.0","0.0"
"2749","3.0","0.0","2.0","0.0","2.84","0.37","2.0","0.0","1.06","0.24","1.06","0.24","3.0","0.0","2.0","0.0"
"2750","2.0","0.0","2.0","0.0","7.06","0.24","2.0","0.0","4.54","0.5","2.36","0.48","2.0","0.0","2.44","0.5"
"2751","1.0","0.0","6.0","0.0","4.6","0.49","6.8","0.4","7.64","0.48","7.36","0.48","1.54","0.5","7.0","0.0"
"2752","2.0","0.0","2.0","0.0","6.0","0.0","2.0","0.0","3.28","0.45","2.0","0.0","2.0","0.0","2.86","0.35"
"2753","1.92","0.27","2.0","0.0","7.0","0.0","2.02","0.14","5.0","0.0","3.04","0.2","2.0","0.0","3.28","0.45"
"2791","8.0","0.0","5.8","0.4","1.0","0.0","1.0","0.0","1.0","0.0","1.04","0.2","8.0","0.0","6.0","0.0"
"2800","1.0","0.0","2.92","0.27","9.0","0.0","3.0","0.0","2.28","0.45","4.9","0.42","1.0","0.0","6.72","0.45"
"2810","1.0","0.0","3.9","0.3","2.34","0.48","8.0","0.0","2.0","0.0","3.0","0.0","2.0","0.0","8.0","0.0"
"2830","1.94","0.24","5.88","0.33","6.76","0.43","2.76","0.43","1.76","0.43","5.82","0.39","2.06","0.24","6.82","0.39"
"2840","2.0","0.0","1.38","0.49","5.7","0.46","1.0","0.0","1.0","0.0","1.0","0.0","2.04","0.2","2.0","0.0"
"2850","6.98","0.14","3.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.0","0.0","3.92","0.27"
"2870","7.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","7.0","0.0","3.0","0.0"
"2880","4.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","4.38","0.49","2.0","0.0"
"2890","2.9","0.3","6.88","0.33","1.0","0.0","1.0","0.0","1.0","0.0","2.08","0.27","3.0","0.4","5.86","0.35"
"2900","1.0","0.0","4.0","0.0","8.94","0.24","3.8","0.4","2.52","0.5","6.74","0.44","1.0","0.0","7.9","0.3"
"3000","1.0","0.0","7.04","0.2","8.0","0.0","5.04","0.73","9.0","0.0","8.1","0.3","1.0","0.0","8.16","0.37"
"3010","1.0","0.0","8.0","0.0","8.72","0.45","7.3","0.46","9.0","0.0","9.0","0.0","1.0","0.0","9.0","0.0"
"3015","1.0","0.0","8.0","0.0","8.98","0.14","6.68","0.47","9.0","0.0","8.22","0.42","1.0","0.0","8.72","0.45"
"3022","1.22","0.42","7.44","0.5","2.0","0.0","6.5","0.61","3.04","0.2","7.96","0.2","2.0","0.0","8.16","0.37"
"3030","1.0","0.0","6.0","0.0","8.0","0.0","4.56","0.5","9.0","0.0","8.0","0.0","1.0","0.0","8.0","0.0"
