image,amusement_Mean,awe_Mean,anger_Mean,attachment love_Mean,craving_Mean,disgust_Mean,excitement_Mean,fear_Mean,joy_Mean,neutral_Mean,nurturant love_Mean,sadness_Mean,positive_Mean,negative_Mean,aroused_Mean,calm_Mean,motivated to approach_Mean,motivated to avoid_Mean,target_emo_ind_score_Mean,amusement_Std,awe_Std,anger_Std,attachment love_Std,craving_Std,disgust_Std,excitement_Std,fear_Std,joy_Std,neutral_Std,nurturant love_Std,sadness_Std,positive_Std,negative_Std,aroused_Std,calm_Std,motivated to approach_Std,motivated to avoid_Std,target_emo_ind_score_Std,n,target_emotion,is_positive valence,is_arousing,is_motivated to approach,target_val,target_aro,target_mot,is_efficient,is_max,is_ai
amusement_new_16.jpg,4.569620253,2.949367089,1.17721519,3.430379747,2.594936709,1.205128205,3.278481013,1.126582278,4.55,2.734177215,3.658227848,1.189873418,5.45,1.397435897,1.974358974,3.772151899,4.696202532,1.481012658,4.569620253,1.91942529,2.087193762,0.549113357,1.978626462,1.984032331,0.610704817,2.056488848,0.404052821,1.908674402,1.823696308,2.02475751,0.680797974,1.720317898,1.010846933,1.503021709,1.95428108,2.19763527,1.107790125,1.91942529,80,Amusement,1,1,1,5.45,1.974358974,4.696202532,0,1,True
amusement_new_16_midj_af.jpg,5.475409836,3.672131148,1.459016393,3.704918033,3.983606557,1.4,4.06557377,1.37704918,4.833333333,2.533333333,3.633333333,1.163934426,5.783333333,1.6,2.5,3.933333333,4.949152542,1.683333333,5.475409836,1.756953399,2.406389491,1.104140246,2.290154742,2.254564284,0.924249581,2.227620947,1.05141071,1.932475945,1.751190072,2.262192327,0.489228231,1.563261114,1.22405273,1.854906458,1.973267673,1.906646531,1.295254267,1.756953399,61,Amusement,1,1,1,5.783333333,2.5,4.949152542,0,1,True
amusement_new_16_midj_as.jpg,4.339285714,2.589285714,1.357142857,2.892857143,2.928571429,1.375,3.232142857,1.345454545,4.357142857,2.596491228,3.107142857,1.285714286,5.070175439,1.696428571,1.964285714,3.607142857,4.381818182,1.732142857,4.339285714,2.16817297,1.885608517,0.961600398,1.932295587,1.943353642,0.90578946,1.963216947,0.775031226,2.02195739,1.709841775,2.112117175,0.652666857,1.971761804,1.536461612,1.572077788,1.997075784,2.23184784,1.554946026,2.16817297,57,Amusement,1,1,1,5.070175439,1.964285714,4.381818182,0,0,True
amusement_new_16_midj_euna.jpg,4.594202899,2.971014493,1.275362319,3.753623188,2.652173913,1.347826087,3.308823529,1.264705882,4.695652174,2.463768116,3.971014493,1.347826087,5.507246377,1.362318841,2.028985507,3.826086957,4.637681159,1.391304348,4.594202899,2.045934567,2.043432914,0.889217402,2.089228658,1.923737836,1.05476631,2.009361322,0.784507585,1.865352418,1.595763787,2.036223541,0.997439176,1.70313887,0.923086486,1.608534357,1.893926219,2.036223541,1.032093693,2.045934567,69,Amusement,1,1,1,5.507246377,2.028985507,4.637681159,0,0,True
amusement_new_16_midj_sa.jpg,5.154929577,3.157142857,1.285714286,3.657142857,3.342857143,1.385714286,3.642857143,1.228571429,4.971428571,2.371428571,3.942857143,1.188405797,5.718309859,1.405797101,2.4,3.885714286,4.985714286,1.5,5.154929577,1.954101089,2.210880304,1.037595564,2.339860731,2.264314941,1.207378969,2.200366994,0.935165312,1.985245785,1.778873024,2.314952745,0.712810558,1.741781507,1.179716324,1.914097207,2.01834239,2.196788546,1.326977605,1.954101089,71,Amusement,1,1,1,5.718309859,2.4,4.985714286,0,1,True
amusement_new_17.jpg,4.8375,3.025316456,1.194805195,3.848101266,1.987341772,1.17721519,3.371794872,1.139240506,4.858974359,2.551282051,3.846153846,1.265822785,5.6625,1.329113924,2.113924051,3.961538462,4.455696203,1.569620253,4.8375,1.905646174,2.195418794,0.669622066,2.082211642,1.652454824,0.593976035,2.227974296,0.593429347,1.877580365,1.632840215,1.980928046,0.85797706,1.574670952,0.779900043,1.617114729,1.98332207,2.170888205,1.162265077,1.905646174,80,Amusement,1,1,1,5.6625,2.113924051,4.455696203,0,0,True
amusement_new_19.jpg,5.310810811,3.194444444,1.175675676,3.445945946,2.121621622,1.189189189,3.364864865,1.175675676,4.702702703,2.506849315,3.864864865,1.243243243,5.917808219,1.472222222,1.875,4.055555556,4.333333333,1.527777778,5.310810811,1.703547271,2.032405699,0.709198044,1.931298746,1.82037707,0.770619315,1.962486013,0.709198044,1.818698388,1.692493949,2.015857167,0.976586322,1.488412882,1.363221353,1.652462951,1.912809959,2.188317252,1.288871351,1.703547271,75,Amusement,1,1,1,5.917808219,1.875,4.333333333,0,1,True
amusement_new_21.jpg,4.6875,2.82278481,1.126582278,3.46835443,2.075949367,1.151898734,3.102564103,1.139240506,4.455696203,2.620253165,3.632911392,1.215189873,5.2375,1.367088608,2.128205128,3.670886076,4.316455696,1.582278481,4.6875,1.740025826,2.05538376,0.563120623,1.89354804,1.802933165,0.579314529,2.104970886,0.548521958,1.810209425,1.619621652,1.942620588,0.59206042,1.544641616,0.701229967,1.622559901,2.004619786,2.035230119,1.183298247,1.740025826,80,Amusement,1,1,1,5.2375,2.128205128,4.316455696,0,1,True
amusement_new_22.jpg,4.2625,2.987179487,1.265822785,3.924050633,2.443037975,1.430379747,3.126582278,1.329113924,4.240506329,3.050632911,4.102564103,1.417721519,5.025316456,1.727272727,2.102564103,3.846153846,4.102564103,1.831168831,4.2625,1.887626264,2.028969348,0.795965158,2.182518845,1.959505664,0.98297748,2.071584855,0.872977795,2.051985842,1.708941299,2.061330699,0.942005429,1.894490552,1.165697935,1.592105064,2.039078752,2.207365143,1.34166626,1.887626264,80,Amusement,1,1,1,5.025316456,2.102564103,4.102564103,0,1,True
amusement_new_24.jpg,5.114285714,2.898550725,1.285714286,2.542857143,1.869565217,1.246376812,3.1,1.157142857,3.942857143,3.043478261,2.710144928,1.214285714,5.1,1.314285714,2.228571429,3.242857143,4.071428571,1.542857143,5.114285714,2.039770214,2.177052294,0.95010079,2.012178244,1.696995992,0.774706721,2.036977016,0.555231099,1.969960746,2.082382562,2.022676221,0.849430451,1.919767498,1.000620925,1.81116848,1.84497527,2.182416083,0.988128289,2.039770214,70,Amusement,1,1,1,5.1,2.228571429,4.071428571,1,1,True
amusement_new_25.jpg,5.1,3.771428571,1.3,3.557142857,2.014285714,1.816901408,3.571428571,1.571428571,4.414285714,3.057142857,3.536231884,1.3,5.114285714,1.785714286,2.414285714,3.571428571,4.314285714,2.328571429,5.1,1.834847859,2.227440388,0.78666421,2.096482315,1.781489827,1.597407356,1.996891995,1.149308911,1.813738689,1.894964451,1.996907242,0.840117314,1.724023413,1.382005025,1.853260794,2.032856408,2.05393124,1.878338987,1.834847859,71,Amusement,1,1,1,5.114285714,2.414285714,4.314285714,0,1,True
amusement_new_26.jpg,5.242857143,4.128571429,1.228571429,4.246376812,2.342857143,1.371428571,3.768115942,1.271428571,5.028571429,2.914285714,4.328571429,1.246376812,6.0,1.428571429,2.8,4.785714286,4.957142857,1.728571429,5.242857143,1.789143705,2.091538707,0.725746564,2.00298158,1.848506756,0.995226703,2.136138128,0.700340053,1.578583373,1.791629953,1.946542297,0.650922357,1.276154939,1.043564524,1.923161648,1.864176837,1.891519704,1.350484922,1.789143705,71,Amusement,1,1,1,6.0,2.8,4.957142857,0,1,True
amusement_new_27.jpg,4.875,3.405063291,1.189873418,4.215189873,2.518987342,1.215189873,3.582278481,1.240506329,5.063291139,2.936708861,4.202531646,1.278481013,5.8625,1.367088608,2.316455696,4.139240506,4.658227848,1.53164557,4.875,1.731137038,2.261829231,0.785704801,2.098050903,2.080808272,0.886810564,2.175667271,0.850568285,1.806979149,1.842112584,2.084003462,0.986273859,1.515688004,1.002269414,1.721242126,1.97895451,2.147664659,1.309094843,1.731137038,80,Amusement,1,1,1,5.8625,2.316455696,4.658227848,0,0,True
amusement_new_30.jpg,4.4375,2.708860759,1.303797468,2.746835443,1.784810127,1.379746835,2.924050633,1.278481013,4.192307692,2.835443038,3.038461538,1.278481013,4.925,1.53164557,1.835443038,3.392405063,3.924050633,1.717948718,4.4375,1.941184227,1.854667699,0.978675588,1.814954647,1.533145636,0.924090648,1.933325499,0.890645241,1.823780093,1.828761524,1.805060043,0.749986476,1.667067462,1.010654054,1.381474312,1.877107168,2.128994899,1.298324954,1.941184227,80,Amusement,1,1,1,4.925,1.835443038,3.924050633,0,1,True
amusement_new_31.jpg,4.693333333,3.716216216,1.148648649,3.973333333,1.8,1.026666667,4.013333333,1.133333333,5.175675676,2.626666667,4.386666667,1.146666667,6.24,1.093333333,2.106666667,4.733333333,5.053333333,1.4,4.693333333,1.823075315,2.205350097,0.752756258,2.271880596,1.716375817,0.162192189,2.102079622,0.622404521,1.690895103,1.761244441,1.999279149,0.455991149,1.282312101,0.335846383,1.607191047,1.862382471,2.02613554,1.115008181,1.823075315,75,Amusement,1,1,1,6.24,2.106666667,5.053333333,0,0,True
amusement_new_31_midj_af.jpg,3.966666667,3.4,1.433333333,4.383333333,2.066666667,1.266666667,3.966101695,1.508474576,4.783333333,2.6,4.45,1.416666667,5.627118644,1.338983051,2.593220339,4.35,4.5,1.711864407,3.966666667,2.154747747,2.076502927,1.169769884,2.322269979,1.964659514,0.9363953,2.333903802,1.343860642,1.949286412,1.842989465,2.235499413,1.062323432,1.72104925,1.027386532,1.975004531,2.073439785,2.296068341,1.50917707,2.154747747,61,Amusement,1,1,1,5.627118644,2.593220339,4.5,0,0,True
amusement_new_31_midj_as.jpg,4.285714286,3.031746032,1.333333333,3.564516129,1.920634921,1.126984127,3.53968254,1.571428571,4.714285714,2.859375,3.825396825,1.238095238,5.4375,1.53968254,2.349206349,3.639344262,4.063492063,1.952380952,4.285714286,2.051188259,2.117273459,1.0,2.236954661,1.80770383,0.420907755,2.1984261,1.214353481,1.962787447,1.859059222,2.203660317,0.734282307,1.698505412,1.104614906,1.742807618,1.983538815,2.17665781,1.660048303,2.051188259,64,Amusement,1,1,1,5.4375,2.349206349,4.063492063,0,0,True
amusement_new_31_midj_euna.jpg,4.233333333,2.95,1.2,3.5,1.6,1.15,3.4,1.3,4.583333333,2.661016949,3.883333333,1.183333333,5.644067797,1.237288136,2.152542373,3.915254237,4.288135593,1.576271186,4.233333333,2.150022993,1.986607704,0.708304253,2.166775312,1.264911064,0.515028385,2.263939869,0.869443617,2.052626814,1.834630184,2.116053784,0.676272602,1.689345026,0.625299461,1.808157371,1.941277002,2.267087205,1.1919759,2.150022993,60,Amusement,1,1,1,5.644067797,2.152542373,4.288135593,0,0,True
amusement_new_31_midj_sa.jpg,4.657534247,3.095890411,1.164383562,3.287671233,1.726027397,1.082191781,3.465753425,1.273972603,4.753424658,2.397260274,3.630136986,1.128571429,5.602739726,1.287671233,2.02739726,3.821917808,4.383561644,1.328767123,4.657534247,2.161655603,2.102672794,0.500380373,2.201511173,1.511624163,0.3633725,2.23035991,0.854079654,2.005415044,1.622238902,2.058227725,0.447907488,1.753882408,0.754237143,1.462233857,2.043570308,2.221299276,1.054814288,2.161655603,73,Amusement,1,1,1,5.602739726,2.02739726,4.383561644,0,0,True
animals_173_h_midj.jpg,4.791666667,3.971830986,1.225352113,3.388888889,1.85915493,1.25,3.542857143,1.394366197,4.652777778,2.915492958,3.513888889,1.305555556,5.625,1.458333333,2.305555556,4.027777778,4.194444444,1.694444444,4.791666667,1.830396709,1.912155336,0.759646217,2.052518587,1.533397485,0.745880706,1.85476835,0.992527412,1.721117572,1.696605678,2.034858583,0.866251255,1.486441066,1.174104393,1.649915823,1.711372254,1.925652543,1.217696843,1.830396709,72,Amusement,1,1,1,5.625,2.305555556,4.194444444,0,1,True
poshighnonsoc_11_midj.jpg,5.181818182,4.149253731,1.075757576,4.318181818,2.393939394,1.181818182,4.666666667,1.242424242,5.507462687,2.515151515,4.363636364,1.136363636,6.0,1.303030303,2.615384615,4.343283582,5.484848485,1.560606061,5.181818182,1.991590713,2.330650393,0.505678708,2.177924848,2.183002786,0.742326714,2.040613281,0.765819944,1.521294647,1.816526053,2.042896613,0.653661019,1.435481125,0.960283563,2.013177741,1.93494373,1.756240953,1.290542973,1.991590713,67,Amusement,1,1,1,6.0,2.615384615,5.484848485,0,0,True
poshighnonsoc_11_midj_af.jpg,3.978494624,3.32967033,1.516129032,3.720430108,2.258064516,1.387096774,3.77173913,2.097826087,4.172043011,3.141304348,4.054347826,1.591397849,4.989247312,1.817204301,2.344086022,3.720430108,4.462365591,2.258064516,3.978494624,2.090238673,2.060501261,1.147898867,2.183762168,1.933139066,0.897245278,2.107564924,1.822085405,2.180066094,2.030436113,2.175609706,1.244435957,2.082508018,1.481378886,1.690733206,2.018208371,2.204536527,1.793122282,2.090238673,93,Amusement,1,1,1,4.989247312,2.344086022,4.462365591,0,0,True
poshighnonsoc_11_midj_as.jpg,4.537313433,3.865671642,1.179104478,4.75,2.955223881,1.28358209,4.343283582,1.343283582,5.298507463,3.149253731,4.76119403,1.134328358,6.088235294,1.223880597,2.940298507,4.417910448,5.313432836,1.447761194,4.537313433,1.917450629,2.1665188,0.458104564,2.153615495,2.29249656,0.884307127,2.121693426,0.946320447,1.714597977,1.9714149,2.008237221,0.385161217,1.368464595,0.813166194,2.058836072,1.91603484,1.768486386,1.158415612,1.917450629,68,Amusement,1,1,1,6.088235294,2.940298507,5.313432836,0,0,True
poshighnonsoc_11_midj_euna.jpg,5.208955224,3.764705882,1.212121212,4.671641791,2.701492537,1.23880597,4.656716418,1.313432836,5.417910448,2.776119403,4.611940299,1.194029851,6.147058824,1.253731343,2.791044776,4.686567164,5.507462687,1.462686567,5.208955224,1.846678537,2.08847332,0.690933627,1.886057775,2.05245548,0.760572995,1.846800992,0.820364945,1.661956256,1.73048334,1.976798942,0.656870588,1.295972013,0.765610938,1.903245342,1.810817288,1.869800948,1.172001115,1.846678537,68,Amusement,1,1,1,6.147058824,2.791044776,5.507462687,0,0,True
poshighnonsoc_11_midj_sa.jpg,4.456790123,3.037037037,1.37037037,3.419753086,1.839506173,1.419753086,3.592592593,1.407407407,4.543209877,2.691358025,3.728395062,1.375,5.271604938,1.716049383,2.197530864,3.530864198,4.728395062,1.975308642,4.456790123,1.88447196,1.971322173,0.967528352,2.042450719,1.728126081,1.105262384,2.120010482,0.958876658,2.133362268,1.861732898,2.168019521,1.047903271,1.993817605,1.334490239,1.607947085,2.115930172,2.14483301,1.68058999,1.88447196,81,Amusement,1,1,1,5.271604938,2.197530864,4.728395062,0,0,True
poshighnonsoc_19_midj.jpg,5.306451613,3.903225806,1.233333333,4.393442623,2.370967742,1.193548387,4.274193548,1.338709677,5.306451613,2.833333333,4.274193548,1.225806452,6.161290323,1.322580645,2.887096774,4.557377049,5.451612903,1.387096774,5.306451613,1.704273411,2.344926001,0.721736763,2.139148495,1.738982847,0.623020397,1.960004641,1.00724504,1.73289022,1.69911908,2.159002159,0.733716228,1.357354568,0.76338748,1.984405091,1.945289954,1.780379582,0.911759939,1.704273411,62,Amusement,1,1,1,6.161290323,2.887096774,5.451612903,0,1,True
poshighnonsoc_19_midj_af.jpg,4.140350877,3.035087719,1.275862069,4.155172414,2.456140351,1.49122807,3.74137931,1.379310345,4.5,3.810344828,4.01754386,1.350877193,5.344827586,1.465517241,2.344827586,4.403508772,4.396551724,2.103448276,4.140350877,2.166618469,2.195489795,0.790138861,2.300280106,2.08797728,1.255314517,2.252175127,1.02302589,2.062616291,2.15583172,2.215942464,1.077219106,1.951623024,1.029657024,1.821429207,2.186481593,2.25512792,1.832356887,2.166618469,58,Amusement,1,1,1,5.344827586,2.344827586,4.396551724,0,0,True
poshighnonsoc_19_midj_as.jpg,4.53030303,3.234375,1.257575758,3.121212121,1.815384615,1.323076923,3.212121212,1.333333333,4.102941176,2.984615385,3.015151515,1.430769231,5.058823529,1.5,2.061538462,3.454545455,3.924242424,1.96969697,4.53030303,1.899147152,2.121261885,0.686364022,2.041983587,1.4778818,0.812167092,1.973011377,0.847318546,1.837744447,1.815663685,1.941390653,0.918035109,1.899586388,1.026570092,1.628620228,1.824464669,2.20705586,1.588126104,1.899147152,69,Amusement,1,1,1,5.058823529,2.061538462,3.924242424,0,1,True
poshighnonsoc_19_midj_euna.jpg,4.321428571,2.975903614,1.43373494,3.428571429,2.13253012,1.542168675,3.369047619,1.385542169,4.023529412,3.555555556,3.259259259,1.524390244,4.882352941,1.86746988,2.301204819,3.321428571,4.060240964,1.87804878,4.321428571,2.083559942,2.169499794,1.095364636,2.196852701,1.702015193,1.140188312,2.052208695,0.960580684,2.064302434,2.079663434,2.054128634,1.188687519,1.879790798,1.504230492,1.737217707,2.018950666,2.221565025,1.434928001,2.083559942,85,Amusement,1,1,1,4.882352941,2.301204819,4.060240964,0,1,True
poshighnonsoc_19_midj_sa.jpg,4.15625,2.523809524,1.387096774,2.714285714,1.761904762,1.333333333,3.015873016,1.306451613,3.682539683,3.234375,3.0,1.360655738,4.84375,1.492063492,2.158730159,2.951612903,3.666666667,1.698412698,4.15625,2.017532282,1.821530222,1.135923668,1.781885296,1.410951243,0.87988269,1.773388078,0.801406748,2.014667161,1.788341322,1.909230549,0.817165566,1.862058513,1.029766899,1.705837692,1.867999889,2.221594894,1.226520395,2.017532282,64,Amusement,1,1,1,4.84375,2.158730159,3.666666667,1,1,True
9340_midj.jpg,1.544303797,1.708860759,4.620253165,1.417721519,1.405063291,4.658227848,1.423076923,2.512820513,1.346153846,2.329113924,1.569620253,4.358974359,1.265822785,5.392405063,1.772151899,1.367088608,2.358974359,4.113924051,4.620253165,1.206791342,1.23154998,1.876328913,1.045228412,1.092151339,1.947293164,1.087344326,1.898349179,1.017086788,1.66965004,1.205580446,2.044786586,0.654547422,1.727735449,1.395499792,0.976351334,1.872385512,2.154228649,1.876328913,79,Anger,0,1,0,5.392405063,1.772151899,4.113924051,0,0,True
anger_new_1.jpg,1.582278481,1.857142857,4.91025641,1.246753247,1.518987342,4.797468354,1.525641026,1.987341772,1.455696203,2.0125,1.329113924,4.113924051,1.544303797,5.544303797,2.189873418,1.46835443,2.670886076,3.9625,4.91025641,1.116399833,1.519299403,1.968491396,0.710000818,1.141981628,2.002432795,1.245504738,1.589175491,1.107057411,1.400666659,0.872977795,2.130290348,1.174488087,1.752635147,1.633589326,1.130412258,2.036346143,2.302688302,1.968491396,80,Anger,0,1,0,5.544303797,2.189873418,3.9625,0,1,True
anger_new_10.jpg,1.851351351,1.72972973,4.164383562,1.397260274,1.540540541,3.554054054,1.767123288,3.653333333,1.554054054,2.108108108,1.581081081,3.493333333,1.756756757,5.253333333,2.067567568,1.675675676,1.891891892,5.0,4.164383562,1.644271354,1.555346918,2.279215866,1.221789739,1.386719685,2.335795848,1.585704785,2.121277874,1.366345911,1.708701081,1.374989482,2.120513281,1.653645295,2.156657407,1.792916665,1.571214591,1.763927495,2.346667704,2.279215866,75,Anger,0,1,0,5.253333333,2.067567568,5.0,1,1,True
anger_new_11.jpg,1.848101266,2.341772152,4.012658228,2.430379747,1.607594937,4.316455696,1.797468354,2.506329114,1.717948718,2.285714286,2.430379747,4.6375,2.075949367,5.0375,2.126582278,1.759493671,3.025316456,3.46835443,4.012658228,1.502891295,1.789471172,2.047472932,1.885732832,1.372044343,2.09115539,1.470912388,1.551454386,1.413271381,1.467697291,1.959091524,2.051512255,1.81709935,2.009116879,1.659217367,1.379475838,2.037939404,2.206258249,2.047472932,80,Anger,0,1,0,5.0375,2.126582278,3.46835443,0,0,True
anger_new_11_midj_af.jpg,2.626666667,2.527027027,3.378378378,2.621621622,1.824324324,3.702702703,2.5,2.586666667,2.506666667,2.64,3.066666667,3.716216216,2.946666667,4.013333333,2.133333333,2.575342466,3.786666667,2.8,3.378378378,2.045253789,1.866965694,2.156244215,2.02520219,1.348343561,2.261831781,1.799923895,1.763697999,1.869913521,1.835387874,2.126622327,2.090554559,2.211110357,2.19639344,1.436336682,1.914257966,2.100793501,2.072992353,2.156244215,75,Anger,0,1,0,4.013333333,2.133333333,2.8,0,0,True
anger_new_11_midj_as.jpg,1.490566038,1.846153846,4.830188679,1.754716981,1.377358491,4.888888889,1.396226415,3.018518519,1.346153846,2.056603774,2.396226415,5.094339623,1.528301887,5.648148148,1.557692308,1.716981132,2.867924528,4.0,4.830188679,1.17051339,1.419536176,1.82647042,1.238883809,1.147345014,1.700906159,0.967542936,1.817013315,0.967807617,1.336112247,1.993640106,1.789543893,1.048878038,1.290859117,0.978463412,1.198995709,2.019498565,2.320477404,1.82647042,54,Anger,0,1,0,5.648148148,1.557692308,4.0,0,0,True
anger_new_11_midj_euna.jpg,1.816901408,2.154929577,4.661971831,2.323943662,1.450704225,4.916666667,1.7,3.597222222,1.535211268,1.985714286,2.647887324,4.986111111,1.845070423,5.402777778,2.225352113,1.591549296,3.328571429,3.888888889,4.661971831,1.533528696,1.644452904,2.035005525,1.730191136,1.131228566,2.11467042,1.516575089,2.133962275,1.392130802,1.356603358,2.084628035,2.15258152,1.635742621,1.911121802,1.717117045,1.271416137,2.295057251,2.298533247,2.035005525,72,Anger,0,1,0,5.402777778,2.225352113,3.888888889,0,0,True
anger_new_11_midj_sa.jpg,1.810810811,2.444444444,4.44,2.283783784,1.736111111,4.864864865,1.95890411,3.346666667,1.876712329,2.162162162,2.716216216,4.810810811,1.972972973,5.44,2.121621622,1.932432432,3.189189189,3.391891892,4.44,1.549862351,1.942039649,2.19483423,1.891004446,1.472690893,2.16018977,1.67031564,1.982990734,1.739613666,1.613530351,2.037459271,2.13050689,1.828038645,2.041726879,1.64652147,1.641341592,2.156072505,2.29840664,2.19483423,75,Anger,0,1,0,5.44,2.121621622,3.391891892,0,0,True
