image,happiness_Mean,happiness_Std,surprise_Mean,surprise_Std,sadness_Mean,sadness_Std,anger_Mean,anger_Std,disgust_Mean,disgust_Std,fear_Mean,fear_Std,emotional valence_Mean,emotional valence_Std,arousal_Mean,arousal_Std
Objects_145_h,1.0,0.0,2.94,0.2399,6.0,0.0,2.98,0.1414,4.62,0.4903,4.48,0.5047,2.0,0.0,4.0,0.0
Faces_270_h,2.0,0.0,3.0,0.0,2.0,0.0,6.0,0.0,3.4,0.4949,6.0,0.0,2.0,0.0,6.0,0.0
Animals_087_h,2.0,0.0,3.68,0.4712,2.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0
Animals_002_v,2.0,0.0,5.0,0.0,1.04,0.1979,6.0,0.0,3.0,0.0,6.0,0.0,2.06,0.2399,6.1,0.303
Faces_011_h,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,2.4,0.4949,5.0,0.0,2.58,0.4986,3.0,0.0
Faces_041_h,2.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,3.08,0.274,5.0,0.0,2.0,0.0,5.0,0.0
Faces_363_v,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0
Animals_008_v,1.0,0.0,5.0,0.0,6.0,0.0,5.98,0.1414,6.36,0.4849,5.0,0.0,2.0,0.0,6.0,0.0
Animals_077_h,1.0,0.0,2.9,0.303,7.0,0.0,3.0,0.0,7.0,0.0,6.0,0.0,1.36,0.4849,6.0,0.0
Faces_028_h,1.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,5.08,0.274,6.0,0.0,2.0,0.0,6.0,0.0
Faces_302_h,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0
People_223_h,1.0,0.0,2.04,0.1979,6.0,0.0,2.72,0.4536,7.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0
Faces_294_h,1.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,5.98,0.1414,6.0,0.0,2.0,0.0,6.0,0.0
Objects_154_h,1.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0,6.0,0.0
Animals_003_h,2.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,3.0,0.0,5.0,0.0
Faces_152_h,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0
Faces_031_v,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,2.02,0.1414
People_122_h,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.9,0.303
People_128_h,3.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,3.02,0.1414,5.0,0.0,3.0,0.0,4.0,0.0
People_034_h,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,2.9,0.303,5.96,0.1979,2.0,0.0,4.0,0.0
Objects_202_h,2.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,3.3,0.4629,5.0,0.0,2.0,0.0,5.0,0.0
Objects_121_v,1.0,0.0,5.98,0.1414,5.04,0.1979,5.98,0.1414,6.98,0.1414,6.0,0.0,2.0,0.0,6.0,0.0
Animals_043_h,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,4.86,0.3505,3.0,0.0,4.0,0.0
People_019_v,1.0,0.0,3.0,0.0,6.0,0.0,4.66,0.4785,6.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0
Animals_062_h,1.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0
Animals_060_h,1.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,5.96,0.1979,2.0,0.0,6.0,0.0
Animals_078_h,1.0,0.0,5.66,0.4785,6.0,0.0,6.0,0.0,7.0,0.0,6.0,0.0,1.12,0.3283,6.0,0.0
Faces_032_h,2.0,0.0,2.0,0.0,6.0,0.0,2.06,0.2399,6.0,0.0,3.4,0.4949,2.0,0.0,4.0,0.0
People_212_h,1.0,0.0,3.0,0.0,6.0,0.0,5.96,0.1979,7.0,0.0,6.0,0.0,1.64,0.4849,6.0,0.0
Animals_009_v,3.18,0.3881,3.86,0.3505,2.0,0.0,2.86,0.3505,2.0,0.0,2.06,0.2399,5.0,0.0,4.0,0.0
Faces_279_h,2.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,4.98,0.1414,2.0,0.0,5.0,0.0
Faces_158_h,2.0,0.0,2.0,0.0,3.98,0.1414,4.0,0.0,2.0,0.0,2.9,0.303,3.0,0.0,3.0,0.0
Objects_022_h,1.0,0.0,5.98,0.1414,6.0,0.0,5.98,0.1414,7.0,0.0,6.0,0.0,1.08,0.274,6.0,0.0
Faces_007_h,3.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,3.4,0.4949
People_133_h,2.0,0.0,3.0,0.0,5.0,0.0,3.18,0.3881,3.0,0.0,4.16,0.3703,2.98,0.1414,5.0,0.0
People_001_h,1.0,0.0,2.94,0.2399,6.0,0.0,3.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0
People_231_h,1.0,0.0,5.38,0.4903,5.08,0.274,2.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,5.78,0.4185
Animals_221_h,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0
Faces_019_h,3.0,0.0,3.0,0.0,5.14,0.3505,2.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
People_213_v,1.0,0.0,2.02,0.1414,4.04,0.1979,2.04,0.1979,6.0,0.0,5.0,0.0,2.0,0.0,4.46,0.5035
People_233_h,1.0,0.0,2.24,0.4314,5.0,0.0,4.16,0.3703,7.0,0.0,6.0,0.0,1.12,0.3283,6.0,0.0
Animals_025_h,1.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.9,0.303,6.0,0.0,2.0,0.0,6.0,0.0
Animals_045_h,1.0,0.0,2.86,0.3505,6.0,0.0,4.62,0.4903,7.0,0.0,5.0,0.0,1.82,0.3881,6.0,0.0
Animals_047_h,2.0,0.0,3.0,0.0,2.0,0.0,2.12,0.3283,6.0,0.0,5.0,0.0,2.98,0.1414,6.0,0.0
Objects_006_h,1.0,0.0,2.86,0.3505,3.0,0.0,2.4,0.4949,7.0,0.0,5.1,0.303,2.0,0.0,6.0,0.0
Landscapes_026_h,2.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0
People_033_h,1.0,0.0,2.0,0.0,7.0,0.0,2.06,0.2399,6.0,0.0,5.0,0.0,2.0,0.0,4.98,0.1414
Animals_067_h,1.0,0.0,4.48,0.5047,6.0,0.0,5.8,0.4041,6.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0
Objects_021_v,1.0,0.0,2.12,0.3283,5.0,0.0,4.98,0.1414,7.0,0.0,5.0,0.0,2.0,0.0,6.0,0.0
Faces_369_v,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,2.08,0.274,3.0,0.0,3.0,0.0
Faces_151_v,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
Animals_027_h,1.0,0.0,2.24,0.4314,6.0,0.0,6.0,0.0,7.0,0.0,5.14,0.3505,1.0,0.0,6.0,0.0
People_210_h,1.0,0.0,2.0,0.0,5.0,0.0,2.02,0.1414,3.22,0.4185,4.0,0.0,2.0,0.0,4.0,0.0
Objects_013_h,1.0,0.0,2.06,0.2399,6.0,0.0,5.0,0.0,6.98,0.1414,5.44,0.5014,2.0,0.0,6.0,0.0
Objects_125_h,1.0,0.0,3.0,0.0,3.0,0.0,4.66,0.4785,6.0,0.0,2.86,0.3505,2.0,0.0,3.0,0.0
Animals_001_h,1.0,0.0,3.0,0.0,6.98,0.1414,6.0,0.0,7.0,0.0,5.96,0.1979,1.0,0.0,6.0,0.0
Faces_036_h,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
Faces_157_h,2.0,0.0,2.0,0.0,5.44,0.5014,3.0,0.0,2.24,0.4314,3.0,0.0,3.0,0.0,3.86,0.3505
Animals_032_h,1.0,0.0,3.0,0.0,6.0,0.0,4.98,0.1414,7.0,0.0,5.1,0.303,2.0,0.0,6.0,0.0
Landscapes_070_h,2.0,0.0,2.0,0.0,4.92,0.274,4.0,0.0,4.0,0.0,3.3,0.4629,3.0,0.0,3.0,0.0
People_236_v,1.0,0.0,4.92,0.274,6.0,0.0,3.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0
Animals_029_v,2.0,0.0,3.0,0.0,5.8,0.4041,4.16,0.3703,6.0,0.0,4.98,0.1414,2.0,0.0,5.0,0.0
Faces_288_h,2.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,5.24,0.4314,4.48,0.5047,2.0,0.0,4.4,0.4949
People_247_v,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0
Animals_154_h,3.0,0.0,2.0,0.0,2.9,0.303,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0
People_015_h,2.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,5.0,0.0,5.04,0.1979,2.0,0.0,5.96,0.1979
Animals_065_h,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,5.28,0.4536,4.0,0.0,3.0,0.0,3.0,0.0
Faces_301_h,2.4,0.4949,3.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
Faces_176_h,2.0,0.0,2.0,0.0,5.96,0.1979,3.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
Objects_264_v,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,3.02,0.1414
Landscapes_008_h,4.0,0.0,2.0,0.0,2.02,0.1414,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,3.2,0.4041
Faces_175_v,1.0,0.0,2.0,0.0,6.0,0.0,2.06,0.2399,2.0,0.0,2.4,0.4949,2.0,0.0,4.62,0.4903
People_180_h,5.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,5.04,0.1979
Faces_050_h,5.0,0.0,2.78,0.4185,2.0,0.0,1.0,0.0,1.0,0.0,2.06,0.2399,6.0,0.0,4.0,0.0
Animals_010_h,2.0,0.0,2.02,0.1414,6.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0
Animals_038_h,1.0,0.0,5.04,0.6047,6.0,0.0,6.0,0.0,7.0,0.0,6.0,0.0,1.26,0.4431,6.22,0.4185
Objects_122_h,1.54,0.5035,2.72,0.4536,5.0,0.0,4.0,0.0,5.92,0.274,3.0,0.0,2.0,0.0,4.0,0.0
People_058_h,1.0,0.0,2.86,0.3505,3.0,0.0,3.0,0.0,6.08,0.274,4.98,0.1414,2.0,0.0,6.0,0.0
Objects_128_h,1.0,0.0,3.0,0.0,3.4,0.4949,4.0,0.0,4.0,0.0,4.0,0.0,2.26,0.4431,4.0,0.0
Faces_164_h,1.44,0.5014,2.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0
People_249_h,3.0,0.0,2.04,0.1979,3.0,0.0,2.0,0.0,1.36,0.4849,3.0,0.0,4.0,0.0,3.0,0.0
Faces_017_h,2.94,0.2399,2.0,0.0,6.0,0.0,2.0,0.0,3.2,0.4041,3.0,0.0,3.0,0.0,3.0,0.0
Faces_171_v,3.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.98,0.1414,3.0,0.0
People_087_h,2.0,0.0,2.0,0.0,3.22,0.4185,2.02,0.1414,4.0,0.0,2.66,0.4785,3.0,0.0,3.98,0.1414
Objects_023_v,1.0,0.0,3.0,0.0,4.86,0.3505,3.94,0.2399,7.0,0.0,5.8,0.4041,2.0,0.0,5.52,0.5047
Objects_053_h,2.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,5.28,0.4536,3.0,0.0,3.0,0.0,3.0,0.0
Animals_018_h,1.0,0.0,3.0,0.0,5.0,0.0,2.98,0.1414,6.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0
People_188_h,4.1,0.303,2.04,0.1979,2.0,0.0,1.0,0.0,1.64,0.4849,2.86,0.3505,6.0,0.0,4.0,0.0
People_183_h,6.0,0.0,3.0,0.0,1.64,0.4849,1.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,5.0,0.0
Objects_244_h,1.88,0.3283,1.26,0.4431,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0
Objects_110_v,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
Animals_013_h,1.0,0.0,3.0,0.0,6.0,0.0,2.02,0.1414,6.0,0.0,5.0,0.0,2.0,0.0,5.96,0.1979
Objects_088_h,2.0,0.0,2.0,0.0,3.68,0.4712,2.02,0.1414,6.0,0.0,3.0,0.0,2.94,0.2399,3.0,0.0
People_059_v,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,5.52,0.5047
Animals_019_h,1.02,0.1414,3.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0,4.38,0.4903,2.0,0.0,4.0,0.0
Animals_033_h,1.0,0.0,3.0,0.0,6.98,0.1414,6.0,0.0,7.0,0.0,6.0,0.0,1.0,0.0,6.06,0.2399
Faces_006_h,2.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0
Objects_011_h,2.0,0.0,2.04,0.1979,3.0,0.0,4.0,0.0,6.0,0.0,2.24,0.4314,2.0,0.0,3.0,0.0
Objects_179_h,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
People_024_v,1.0,0.0,2.04,0.1979,4.0,0.0,3.0,0.0,6.46,0.5035,5.0,0.0,2.0,0.0,6.0,0.0
Faces_033_h,2.0,0.0,2.0,0.0,6.0,0.0,2.04,0.1979,2.04,0.1979,4.0,0.0,3.0,0.0,3.02,0.1414
People_025_v,1.0,0.0,2.86,0.3505,6.0,0.0,6.0,0.0,7.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0
Faces_296_h,2.0,0.0,2.0,0.0,5.0,0.0,5.96,0.1979,3.02,0.1414,2.0,0.0,3.0,0.0,4.0,0.0
Landscapes_007_h,1.76,0.4314,2.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0
Landscapes_060_h,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2.02,0.1414,3.0,0.0,3.0,0.0
Animals_135_v,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.98,0.1414,3.0,0.0
Animals_182_h,4.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0
People_230_h,1.0,0.0,3.0,0.0,6.0,0.0,4.0,0.0,6.0,0.0,6.0,0.0,2.0,0.0,6.0,0.0
People_121_h,1.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,2.72,0.4536,2.0,0.0,3.0,0.0
People_062_v,1.0,0.0,3.0,0.0,4.48,0.5047,4.92,0.274,7.0,0.0,5.98,0.1414,2.0,0.0,6.0,0.0
Objects_109_h,1.02,0.1414,2.0,0.0,2.0,0.0,2.0,0.0,5.02,0.1414,2.0,0.0,2.0,0.0,2.24,0.4314
Objects_007_h,2.0,0.0,5.52,0.5047,2.98,0.1414,3.2,0.4041,6.0,0.0,4.0,0.0,2.0,0.0,4.98,0.1414
Animals_171_h,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0
People_143_h,1.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0
Animals_179_h,6.0,0.0,3.0,0.0,2.0,0.0,1.54,0.5035,1.96,0.1979,2.0,0.0,6.0,0.0,5.0,0.0
Objects_156_v,2.0,0.0,2.0,0.0,3.02,0.1414,3.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,2.9,0.303
Objects_207_h,2.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,2.86,0.3505,3.0,0.0
