image,happiness_Mean,happiness_Std,surprise_Mean,surprise_Std,sadness_Mean,sadness_Std,anger_Mean,anger_Std,disgust_Mean,disgust_Std,fear_Mean,fear_Std,emotional valence_Mean,emotional valence_Std,arousal_Mean,arousal_Std
Faces_034_h,1.04,0.1979,3.46,0.8855,6.14,0.3505,1.96,0.1979,4.86,0.5349,4.42,0.6417,1.48,0.5047,5.64,0.7217
People_239_h,1.0,0.0,1.98,0.4734,3.06,0.7931,1.84,0.3703,6.0,0.0,2.74,0.5646,1.94,0.2399,4.7,1.4033
Faces_271_h,1.0,0.0,2.12,0.4798,2.48,0.6141,5.8,0.4518,4.28,0.6074,6.02,0.1414,2.0,0.0,6.3,0.4629
People_074_v,1.0,0.0,1.84,0.3703,1.54,0.5035,2.64,0.6928,1.92,0.274,5.02,0.3188,2.94,0.2399,5.22,0.4185
People_147_h,1.34,0.4785,1.88,0.3283,4.68,0.4712,2.0,0.0,3.8,0.4949,3.68,0.5511,2.22,0.4185,1.94,0.3136
Faces_283_h,1.0,0.0,2.18,0.3881,6.42,0.4986,3.34,0.9392,2.52,0.5799,6.04,0.1979,1.84,0.3703,6.26,0.4431
Faces_021_h,1.0,0.0,2.12,0.4798,5.9,0.4165,2.96,0.9026,1.92,0.274,5.96,0.3476,2.0,0.0,6.42,0.4986
Objects_145_h,1.0,0.0,2.06,0.2399,5.92,0.274,1.84,0.3703,2.22,0.4185,3.04,0.4499,2.0,0.0,2.62,0.5303
Faces_270_h,5.64,0.6312,1.86,0.4046,1.0,0.0,1.86,0.5349,2.18,0.3881,2.02,0.3188,4.16,0.6503,5.56,0.5014
Animals_087_h,1.48,0.5047,4.58,0.6728,1.38,0.4903,4.0,0.833,4.52,0.5047,5.0,0.0,2.22,0.4185,5.1,0.303
Animals_002_v,1.34,0.4785,2.98,0.9366,1.0,0.0,6.14,0.3505,2.64,0.6627,6.02,0.1414,2.18,0.3881,6.7,0.4629
Faces_011_h,2.02,0.1414,2.0,0.0,5.34,0.4785,1.56,0.5014,1.24,0.4314,2.44,0.5014,2.6,0.4949,2.44,0.5014
Faces_041_h,2.0,0.0,2.02,0.1414,5.06,0.2399,2.0,0.0,2.06,0.2399,3.2,0.6061,2.66,0.4785,4.42,0.5379
Faces_363_v,1.08,0.274,1.84,0.3703,6.14,0.3505,2.0,0.0,4.7,0.5803,4.66,0.7453,2.0,0.0,5.7,0.544
Animals_008_v,1.0,0.0,4.38,0.901,5.16,0.3703,5.68,0.6528,5.92,0.274,4.72,0.6074,2.0,0.0,6.76,0.4314
Animals_077_h,1.0,0.0,2.14,0.4953,6.42,0.4986,2.8,0.9689,6.06,0.2399,5.3,0.7354,1.12,0.3283,6.58,0.4986
Faces_028_h,1.2,0.4041,1.54,0.5035,6.02,0.1414,2.02,0.1414,3.24,0.744,3.98,0.6224,2.0,0.0,4.54,0.706
Faces_302_h,1.76,0.4314,1.88,0.3283,6.02,0.1414,2.14,0.3505,5.92,0.274,2.72,0.536,2.0,0.0,2.94,0.5115
People_223_h,1.0,0.0,1.98,0.2466,2.48,0.5436,1.86,0.3505,6.0,0.0,5.22,0.4185,1.88,0.3283,6.04,0.4499
Faces_294_h,1.0,0.0,1.98,0.3188,5.92,0.274,2.88,0.8485,5.0,0.3499,4.08,0.6952,2.0,0.0,5.84,0.4677
Objects_154_h,1.0,0.0,2.84,0.7656,4.06,0.6518,2.9,0.789,5.44,0.5014,4.42,0.5379,2.0,0.0,5.62,0.4903
Animals_003_h,1.7,0.4629,3.82,0.7197,1.56,0.5014,1.88,0.3283,4.58,0.4986,5.0,0.0,2.82,0.3881,4.5,0.544
Faces_152_h,1.0,0.0,1.9,0.3642,6.14,0.3505,2.12,0.3854,5.18,0.6289,4.52,0.8628,1.94,0.2399,6.14,0.5349
Faces_031_v,2.0,0.0,2.06,0.2399,4.7,0.4629,1.96,0.1979,2.06,0.2399,2.4,0.4949,2.96,0.1979,2.86,0.4522
People_122_h,2.0,0.0,1.0,0.0,5.18,0.3881,1.28,0.4536,1.04,0.1979,2.0,0.0,2.64,0.4849,2.0,0.0
People_128_h,2.0,0.0,1.96,0.2828,6.02,0.1414,1.86,0.3505,3.82,0.7197,3.92,0.7783,2.0,0.0,5.36,0.6928
People_034_h,1.06,0.2399,1.84,0.3703,6.04,0.1979,1.76,0.4314,2.0,0.0,4.84,0.6503,2.0,0.0,2.88,0.8485
Objects_202_h,1.88,0.3283,2.32,0.4712,4.14,0.4046,3.58,0.6091,2.3,0.4629,3.66,0.5194,2.92,0.274,4.06,0.3731
Objects_121_v,1.0,0.0,5.84,0.4677,4.48,0.6465,4.2,0.8081,6.06,0.2399,5.48,0.5047,1.38,0.4903,3.94,1.4057
Animals_043_h,2.18,0.3881,3.0,0.8081,1.12,0.3283,2.18,0.3881,4.68,0.4712,3.32,0.5511,3.06,0.3731,4.42,0.5379
People_019_v,1.0,0.0,3.32,0.8676,6.04,0.1979,2.06,0.2399,6.04,0.1979,5.88,0.3854,1.28,0.4536,6.6,0.4949
Animals_062_h,1.0,0.0,3.14,0.7827,3.7,0.7071,2.44,0.5406,6.14,0.3505,4.42,0.5379,1.42,0.4986,6.3,0.4629
Animals_060_h,1.24,0.4314,3.52,0.9739,5.62,0.4903,2.16,0.5481,5.28,0.4536,4.44,0.7866,2.0,0.0,5.2,0.6061
Animals_078_h,1.0,0.0,3.44,0.8609,4.6,0.5714,2.02,0.1414,6.04,0.1979,3.98,0.6848,1.78,0.4185,5.68,0.5511
Faces_032_h,1.96,0.1979,1.84,0.3703,5.04,0.2828,2.44,0.5406,5.92,0.274,2.1,0.303,2.02,0.1414,3.82,0.7197
People_212_h,1.0,0.0,2.64,0.7217,6.04,0.1979,2.98,0.8204,6.04,0.1979,5.86,0.3505,1.28,0.4536,5.9,0.4629
Animals_009_v,3.3,0.6776,2.78,0.8154,1.88,0.3283,2.04,0.1979,1.0,0.0,2.18,0.3881,5.56,0.5014,4.18,0.5226
Faces_279_h,2.14,0.3505,2.24,0.5175,5.18,0.3881,1.84,0.3703,2.06,0.6197,2.1,0.303,2.82,0.3881,5.02,0.3188
Faces_158_h,2.0,0.0,1.48,0.5047,4.42,0.5379,2.5,0.5803,1.6,0.4949,2.1,0.303,3.96,0.1979,3.38,0.5675
Objects_022_h,1.0,0.0,5.02,1.1692,5.8,0.4949,1.86,0.3505,6.14,0.3505,3.94,0.8901,1.6,0.4949,1.26,0.4431
Faces_007_h,2.02,0.1414,2.04,0.1979,5.0,0.0,2.0,0.0,3.32,0.5869,3.22,0.5817,2.66,0.4785,3.7,0.5051
People_133_h,1.92,0.274,2.74,0.5997,5.06,0.2399,3.6,0.6701,3.02,0.5529,4.14,0.4953,2.14,0.3505,5.0,0.3499
People_001_h,1.0,0.0,1.94,0.4243,6.7,0.4629,2.34,0.5194,4.6,0.6999,5.14,0.5718,1.6,0.4949,5.98,0.3774
People_231_h,1.0,0.0,3.14,0.7827,5.08,0.274,1.84,0.3703,5.06,0.2399,4.92,0.274,2.0,0.0,4.26,0.5646
Animals_221_h,3.2,0.6061,3.16,0.5481,1.6,0.4949,1.74,0.4431,4.44,0.5014,2.64,0.4849,3.58,0.4986,3.06,0.3731
Faces_019_h,2.68,0.5127,2.52,0.5436,4.98,0.2466,1.6,0.4949,2.0,0.0,2.06,0.2399,3.02,0.3188,3.74,0.5272
People_213_v,1.0,0.0,2.08,0.4445,5.12,0.3283,1.88,0.3283,6.0,0.0,3.72,0.701,2.0,0.0,4.12,1.3797
People_233_h,1.06,0.2399,2.54,0.5425,3.52,0.6141,2.4,0.4949,6.0,0.0,3.36,0.5628,2.0,0.0,5.88,0.4352
Animals_025_h,1.0,0.0,4.28,1.2461,6.02,0.1414,5.1,0.7626,5.82,0.3881,5.74,0.6328,1.84,0.3703,4.3,1.3286
Animals_045_h,1.0,0.0,2.68,0.957,5.1,0.3642,1.76,0.4314,6.06,0.2399,4.16,0.8657,1.24,0.4314,5.68,0.7126
Animals_047_h,1.54,0.5035,1.96,0.2828,2.18,0.3881,2.18,0.3881,5.92,0.274,3.9,0.6468,2.0,0.0,5.8,0.4949
Objects_006_h,1.0,0.0,2.44,0.5406,3.24,0.6247,2.0,0.0,5.86,0.3505,2.94,0.5115,2.0,0.0,5.2,0.4518
Landscapes_026_h,1.0,0.0,2.22,0.4185,5.4,0.4949,5.06,0.2399,6.0,0.0,1.8,0.4041,2.0,0.0,3.72,0.6402
People_033_h,1.94,0.2399,2.0,0.3499,5.22,0.4185,1.48,0.5047,2.18,0.3881,2.14,0.3505,2.06,0.2399,2.52,0.5436
Animals_067_h,1.0,0.0,4.64,1.0053,5.82,0.3881,2.22,0.4647,5.86,0.3505,5.46,0.5035,1.86,0.3505,5.9,0.4629
Objects_021_v,1.0,0.0,2.52,0.5436,3.64,0.5628,2.02,0.1414,5.54,0.5035,3.24,0.5555,2.0,0.0,4.44,0.6115
Faces_369_v,3.58,0.4986,1.42,0.4986,3.02,0.742,1.84,0.3703,2.3,0.4629,1.86,0.3505,3.94,0.2399,2.84,0.4219
Faces_151_v,2.24,0.4314,1.62,0.4903,5.62,0.4903,2.06,0.3731,5.04,0.4932,2.32,0.6207,2.02,0.1414,5.5,0.7354
Animals_027_h,1.0,0.0,2.38,0.5675,5.9,0.303,2.02,0.1414,6.0,0.0,2.5,0.544,1.42,0.4986,4.1,1.3286
People_210_h,1.38,0.4903,2.0,0.0,3.94,0.3731,2.0,0.0,2.62,0.5303,2.74,0.487,2.48,0.5047,2.94,0.5115
Objects_013_h,1.0,0.0,2.28,0.4536,4.24,0.4764,2.5,0.544,5.56,0.5014,3.26,0.5997,2.0,0.0,4.62,0.6354
Objects_125_h,1.0,0.0,3.16,0.9337,2.42,0.5379,2.26,0.487,6.2,0.4041,2.0,0.0,1.74,0.4431,1.96,0.4932
Animals_001_h,1.0,0.0,3.7,0.8631,6.04,0.1979,3.24,0.8704,6.06,0.2399,4.92,0.5284,1.1,0.303,6.44,0.5014
Faces_036_h,1.98,0.1414,1.94,0.2399,5.9,0.303,1.88,0.3283,1.1,0.303,3.4,0.6701,2.4,0.4949,3.22,0.5817
Faces_157_h,1.1,0.303,1.76,0.4314,5.28,0.4536,3.86,1.1954,2.08,0.5284,2.9,0.9949,2.66,0.4785,3.34,0.6884
Animals_032_h,1.0,0.0,2.44,0.5406,5.04,0.2828,2.04,0.1979,6.0,0.0,3.8,0.6389,1.88,0.3283,4.8,0.8806
Landscapes_070_h,2.0,0.0,2.3,0.4629,4.7,0.4629,3.52,0.6141,5.06,0.2399,3.28,0.536,2.14,0.3505,3.26,0.5272
People_236_v,1.04,0.1979,2.44,0.5406,5.06,0.2399,2.22,0.4185,5.06,0.2399,4.0,0.4041,2.0,0.0,5.04,0.2828
Animals_029_v,1.0,0.0,3.82,0.8003,5.62,0.4903,2.7,0.789,5.82,0.3881,4.74,0.5646,1.92,0.274,5.96,0.3476
Faces_288_h,1.2,0.4041,3.72,0.9044,5.96,0.1979,1.98,0.1414,3.5,0.7354,3.86,0.7562,2.0,0.0,3.22,0.6481
People_247_v,1.62,0.4903,1.96,0.2828,1.92,0.274,1.86,0.3505,3.9,0.6468,2.94,0.7398,2.88,0.3854,3.82,0.7197
Animals_154_h,4.38,0.6024,2.02,0.1414,3.32,0.8437,1.88,0.3283,2.72,0.5729,1.74,0.4431,4.84,0.3703,2.14,0.3505
People_015_h,1.84,0.3703,2.8,0.6999,5.06,0.2399,3.2,0.6061,3.52,0.6141,3.9,0.6468,2.1,0.303,4.74,0.5646
Animals_065_h,1.18,0.3881,2.86,0.5718,1.82,0.3881,1.96,0.1979,5.1,0.303,3.04,0.402,2.02,0.1414,3.52,0.6141
Faces_301_h,2.0,0.0,1.92,0.274,4.84,0.3703,1.92,0.274,1.54,0.5035,2.06,0.2399,3.64,0.4849,3.62,0.5675
Faces_176_h,1.48,0.5047,1.28,0.4536,5.92,0.274,1.98,0.2466,3.46,0.7879,2.02,0.1414,2.14,0.3505,2.78,0.5067
Objects_264_v,5.86,0.3505,2.22,0.4185,1.6,0.4949,1.0,0.0,1.0,0.0,2.04,0.1979,6.04,0.1979,5.02,0.1414
Landscapes_008_h,5.06,0.2399,2.04,0.1979,2.04,0.1979,1.0,0.0,1.0,0.0,2.0,0.0,5.94,0.3136,3.68,0.4712
Faces_175_v,1.0,0.0,1.88,0.3283,6.04,0.1979,2.14,0.3505,1.84,0.3703,3.82,0.7197,2.0,0.0,5.4,0.6999
People_180_h,5.66,0.4785,2.14,0.3505,1.0,0.0,1.18,0.3881,1.0,0.0,2.54,0.5425,6.04,0.1979,6.0,0.0
Faces_050_h,5.48,0.5047,2.02,0.1414,1.04,0.1979,1.0,0.0,1.0,0.0,2.22,0.4185,5.98,0.2466,5.0,0.0
Animals_010_h,1.6,0.4949,1.94,0.3136,5.06,0.2399,1.8,0.4041,3.18,0.6289,4.2,0.7825,2.22,0.4185,4.38,0.6024
Animals_038_h,1.0,0.0,3.52,0.8389,5.82,0.3881,3.18,0.8497,6.04,0.1979,5.28,0.4536,1.2,0.4041,6.58,0.4986
Objects_122_h,1.0,0.0,2.14,0.3505,4.96,0.2828,2.14,0.3505,5.94,0.2399,3.56,0.6115,2.0,0.0,2.72,0.5729
People_058_h,1.8,0.4041,2.04,0.1979,2.18,0.3881,2.06,0.2399,5.16,0.3703,2.14,0.3505,2.14,0.3505,5.1,0.3642
Objects_128_h,1.04,0.1979,2.34,0.4785,3.98,0.4281,2.72,0.5729,3.7,0.5051,3.02,0.4734,2.1,0.303,3.02,0.4734
Faces_164_h,1.0,0.0,1.26,0.4431,6.5,0.5051,1.94,0.2399,1.8,0.4041,2.7,0.5803,2.0,0.0,5.58,0.7025
People_249_h,3.58,0.4986,2.02,0.1414,2.0,0.0,1.24,0.4314,1.36,0.4849,2.0,0.0,4.06,0.2399,3.44,0.5014
Faces_017_h,2.66,0.5194,1.6,0.4949,4.66,0.5194,1.76,0.4314,2.64,0.6627,1.84,0.3703,3.08,0.3959,3.02,0.3774
Faces_171_v,2.68,0.5127,1.88,0.3283,4.06,0.55,1.94,0.2399,2.32,0.4712,1.96,0.1979,4.02,0.2466,2.6,0.4949
People_087_h,2.66,0.4785,1.56,0.5014,3.56,0.6115,2.04,0.1979,4.16,0.4219,2.0,0.0,3.58,0.4986,3.38,0.5675
Objects_023_v,1.06,0.2399,2.62,0.6354,2.02,0.1414,2.0,0.0,5.5,0.5051,2.6,0.5345,2.0,0.0,3.84,0.7656
Objects_053_h,3.72,0.6402,4.56,0.5406,1.8,0.4041,1.72,0.4536,5.0,0.0,3.2,0.6061,3.54,0.5035,3.66,0.5194
Animals_018_h,1.0,0.0,4.8,0.6999,5.0,0.3499,1.54,0.5035,5.92,0.274,3.38,0.6667,2.0,0.0,3.2,0.833
People_188_h,5.92,0.274,2.44,0.5014,1.08,0.274,1.0,0.0,1.0,0.0,2.0,0.0,6.14,0.3505,4.44,0.5014
People_183_h,6.0,0.0,3.24,0.6247,1.0,0.0,1.0,0.0,1.0,0.0,3.16,0.4677,6.04,0.1979,5.92,0.274
Objects_244_h,1.48,0.5047,1.54,0.5035,1.72,0.4536,1.84,0.3703,3.08,0.3959,1.38,0.4903,4.0,0.0,2.18,0.3881
Objects_110_v,1.48,0.5047,2.36,0.5253,2.02,0.1414,2.0,0.0,5.16,0.3703,2.0,0.0,2.0,0.0,2.18,0.3881
Animals_013_h,1.0,0.0,3.48,0.9947,6.02,0.1414,1.88,0.3283,4.62,0.5303,2.46,0.9082,1.94,0.2399,2.0,0.5345
Objects_088_h,1.0,0.0,1.92,0.274,3.26,0.6943,2.0,0.0,5.92,0.274,2.0,0.0,2.0,0.0,3.28,0.701
People_059_v,1.84,0.3703,2.14,0.3505,3.02,0.6543,2.02,0.1414,5.82,0.3881,3.64,0.5628,2.02,0.1414,5.9,0.4165
Animals_019_h,1.0,0.0,2.74,0.6328,5.92,0.274,1.96,0.1979,5.06,0.2399,3.26,0.6943,1.92,0.274,2.8,0.8806
Animals_033_h,1.0,0.0,2.82,0.9409,6.14,0.3505,4.14,0.9899,6.36,0.4849,4.36,0.8981,1.04,0.1979,6.24,0.5555
Faces_006_h,2.0,0.0,2.12,0.4798,5.28,0.4536,1.92,0.274,1.48,0.5047,3.9,0.6468,2.4,0.4949,2.84,0.4219
Objects_011_h,3.32,0.5511,2.04,0.1979,1.86,0.3505,1.84,0.3703,4.88,0.3283,1.48,0.5047,3.88,0.3854,3.22,0.5067
Objects_179_h,3.36,0.5253,2.0,0.0,2.02,0.1414,1.86,0.3505,2.02,0.1414,1.54,0.5035,4.04,0.1979,3.08,0.274
People_024_v,1.8,0.4041,2.0,0.0,3.1,0.5051,2.06,0.2399,5.06,0.2399,2.3,0.4629,2.14,0.3505,4.4,0.5714
Faces_033_h,1.96,0.1979,1.8,0.4041,5.34,0.4785,2.14,0.3505,2.1,0.4165,2.74,0.5997,2.14,0.3505,3.58,0.6091
People_025_v,1.04,0.1979,2.18,0.3881,4.94,0.2399,3.38,0.6354,5.9,0.303,3.86,0.6704,2.0,0.0,5.44,0.5014
Faces_296_h,1.8,0.4041,1.1,0.303,5.12,0.3283,4.44,0.6115,4.42,0.5379,2.0,0.0,2.6,0.4949,3.2,0.6061
Landscapes_007_h,1.0,0.0,2.48,0.5436,5.48,0.5047,4.38,0.6024,6.04,0.1979,2.14,0.3505,2.0,0.0,3.98,0.6224
Landscapes_060_h,2.0,0.0,2.02,0.1414,3.22,0.5067,2.6,0.4949,3.74,0.4431,2.1,0.303,2.96,0.1979,3.54,0.5035
Animals_135_v,4.16,0.4677,2.14,0.3505,1.88,0.3283,1.0,0.0,2.0,0.0,1.54,0.5035,5.0,0.0,2.96,0.3476
