"image","happiness_Mean","happiness_Std","surprise_Mean","surprise_Std","sadness_Mean","sadness_Std","anger_Mean","anger_Std","disgust_Mean","disgust_Std","fear_Mean","fear_Std","emotional valence_Mean","emotional valence_Std","arousal_Mean","arousal_Std"
"Animals_061_h","2.08","0.7239","2.02","0.8449","1.22","0.4185","4.0","1.1249","3.42","1.012","1.4","0.6389","3.68","0.9781","5.3","0.789"
"People_198_h","1.0","0.0","1.0","0.0","3.82","1.4803","1.04","0.1979","6.24","0.5555","3.04","1.4563","1.0","0.0","1.54","0.8134"
"Animals_144_h","1.0","0.0","1.66","0.7982","1.96","0.6376","1.86","0.8084","3.18","0.9409","3.14","0.8574","2.88","0.4798","3.28","0.757"
"Objects_126_h","1.04","0.1979","1.86","0.7827","3.3","0.7354","2.28","0.6402","4.34","0.6884","2.2","0.6061","2.9","0.4165","3.2","0.6999"
"Animals_022_h","1.0","0.0","1.98","0.8449","1.66","0.6884","1.64","0.7762","3.16","0.9337","2.74","0.6642","2.66","0.5194","3.48","0.8862"
"Objects_285_h","1.0","0.0","1.92","0.8041","4.34","0.9172","2.6","0.9035","3.36","0.9638","2.92","0.8999","1.46","0.6455","3.44","0.9071"
"People_140_h","1.04","0.1979","1.34","0.5928","4.14","0.9691","1.58","0.7309","3.52","1.0349","3.04","0.9026","2.08","0.5657","2.82","0.7475"
"Animals_055_h","1.04","0.1979","1.86","0.7827","1.94","0.6518","1.64","0.7762","2.32","0.6833","3.4","0.833","3.3","0.7071","3.86","0.8809"
"People_217_h","1.0","0.0","1.22","0.4647","2.24","0.7709","1.66","0.7982","5.44","0.8122","4.54","1.1988","1.38","0.6354","4.58","1.0897"
"Animals_037_h","1.0","0.0","1.54","0.7616","1.56","0.7045","1.1","0.303","4.8","1.0302","2.4","0.6701","2.14","0.7287","2.74","1.0264"
"People_225_h","1.0","0.0","1.24","0.9161","5.76","0.6565","2.34","1.3494","6.5","0.5051","6.28","0.6402","1.0","0.0","5.6","0.8081"
"People_201_v","1.0","0.0","2.94","1.3157","5.84","0.4677","2.26","1.0844","5.98","0.3774","5.92","0.4445","1.22","0.4647","5.58","0.6417"
"People_084_h","1.0","0.0","1.32","0.5511","1.78","0.5455","3.16","0.8418","1.38","0.6354","2.26","0.6642","2.8","0.5345","4.92","0.5284"
"Objects_148_h","1.0","0.0","1.64","0.7762","1.66","0.6884","3.28","1.011","2.6","0.9897","4.38","0.9234","1.8","0.7825","4.7","0.7071"
"Faces_368_h","3.48","0.9739","1.38","0.6354","1.88","0.5206","1.0","0.0","1.96","0.6376","1.04","0.1979","4.68","0.9781","3.42","0.8352"
"Animals_111_h","1.0","0.0","1.98","0.8449","1.8","0.6999","1.14","0.4046","2.62","0.5303","2.72","0.5729","3.0","0.4518","3.4","0.833"
"People_228_h","1.0","0.0","1.14","0.4046","1.98","0.8449","1.66","0.7982","6.02","0.4734","4.54","1.0539","1.22","0.4647","5.44","0.7329"
"People_139_h","3.58","0.7848","2.08","0.6652","2.08","0.5284","1.1","0.303","1.22","0.4647","1.92","0.6337","4.58","0.6728","4.66","0.6581"
"People_039_v","1.0","0.0","1.06","0.2399","6.6","0.4949","1.0","0.0","5.9","0.7626","1.64","0.8271","1.1","0.303","1.76","0.9596"
"People_240_h","1.0","0.0","1.04","0.1979","3.8","1.3997","1.12","0.3854","6.3","0.5803","4.4","1.5649","1.04","0.1979","2.06","1.1678"
"Faces_174_h","1.0","0.0","1.54","0.7616","4.64","1.1205","3.66","1.493","5.66","0.8234","3.3","1.1995","1.06","0.2399","3.88","1.2229"
"People_036_h","1.62","0.6354","2.88","0.8241","2.52","0.5436","1.54","0.7616","2.32","0.6833","2.52","0.5436","2.8","0.5345","3.5","0.8631"
"Landscapes_005_h","1.0","0.0","2.2","1.069","5.46","0.706","3.92","1.1925","4.98","1.1156","5.68","0.6528","1.04","0.1979","5.54","0.6455"
"People_075_v","1.58","0.6091","2.84","0.9337","2.28","0.6074","2.74","0.8283","2.3","0.8391","2.36","0.6627","3.4","0.833","4.24","0.9596"
"Faces_034_h","1.0","0.0","1.6","0.6999","6.08","0.4445","1.1","0.303","4.44","1.0134","3.86","0.9691","1.6","0.6999","4.1","0.9091"
"People_239_h","1.0","0.0","1.04","0.1979","1.66","0.7982","1.08","0.274","5.02","1.1516","1.44","0.7045","1.34","0.6263","1.76","0.8935"
"Faces_271_h","1.0","0.0","1.72","0.701","1.82","0.5602","4.5","1.0546","2.16","0.6809","5.04","0.9249","2.36","0.6928","5.7","0.5051"
"People_074_v","1.0","0.0","1.2","0.4041","1.1","0.303","2.8","0.9035","1.12","0.3283","3.12","0.9179","2.78","0.7083","5.06","0.6824"
"People_147_h","1.04","0.1979","1.14","0.4046","3.4","0.7825","1.22","0.4647","3.4","0.9258","2.32","0.6833","2.62","0.5303","2.14","0.9037"
"Faces_283_h","1.0","0.0","2.54","0.9082","6.02","0.3188","2.16","0.7918","2.9","1.1824","5.68","0.6528","1.38","0.6354","5.36","0.6627"
"Faces_021_h","1.0","0.0","1.44","0.6749","4.94","1.2022","1.68","0.7677","1.66","0.6884","5.92","0.6652","1.4","0.6389","5.98","0.5147"
"Objects_145_h","1.0","0.0","1.04","0.1979","5.96","0.402","1.0","0.0","2.64","1.0254","1.86","0.7827","1.44","0.7045","2.26","0.8762"
"Faces_270_h","1.56","0.7045","2.34","1.0022","1.22","0.4185","3.36","1.1563","2.04","1.0093","1.88","0.773","3.46","0.9082","5.42","0.6728"
"Animals_087_h","1.1","0.303","3.28","0.8816","1.98","0.5887","2.7","0.5803","3.06","0.8901","3.42","0.8352","3.0","0.4518","4.62","0.7253"
"Animals_002_v","1.0","0.0","3.36","1.0835","1.08","0.274","5.62","0.7796","1.66","0.7453","3.3","1.0738","3.7","0.8864","5.98","0.3774"
"Faces_011_h","2.32","0.4712","2.0","0.6061","4.48","0.6465","1.38","0.6354","2.14","0.4953","2.66","0.5194","3.04","0.402","2.88","0.4798"
"Faces_041_h","1.88","0.5584","2.2","0.6389","4.36","0.8271","2.16","0.7384","2.1","0.544","2.28","0.6713","3.04","0.4499","3.48","0.7068"
"Faces_363_v","1.04","0.1979","1.44","0.6749","5.88","0.4352","1.58","0.7309","3.38","0.9875","3.12","0.9179","2.44","0.5771","3.5","0.8864"
"Animals_008_v","1.0","0.0","4.44","1.0721","1.1","0.303","5.84","0.6809","5.6","0.6999","3.2","1.1249","1.98","0.8449","6.08","0.4882"
"Animals_077_h","1.0","0.0","1.08","0.274","5.98","0.3774","4.38","1.4553","6.04","0.4499","4.24","1.2867","1.2","0.4041","3.76","1.0984"
"Faces_028_h","1.04","0.1979","1.08","0.274","6.42","0.4986","1.2","0.4041","4.58","1.1082","4.0","1.2122","1.72","0.701","3.64","0.9848"
"Faces_302_h","1.0","0.0","1.4","0.6389","5.88","0.4352","1.78","0.8154","4.42","0.9495","2.08","0.7239","2.04","0.57","3.68","0.8908"
"People_223_h","1.0","0.0","1.08","0.274","1.68","0.7677","1.44","0.7045","5.54","0.7343","3.66","1.0616","1.38","0.6354","5.08","0.9223"
"Faces_294_h","1.0","0.0","1.62","0.7253","5.14","0.7562","2.24","0.744","2.38","0.7796","2.8","0.7284","1.72","0.701","4.14","0.9037"
"Objects_154_h","1.0","0.0","1.52","0.7624","4.44","0.9723","2.66","0.9817","6.12","0.5206","4.88","1.0999","1.08","0.274","5.1","0.8864"
"Animals_003_h","1.04","0.1979","1.86","0.8084","1.94","0.6518","1.36","0.6312","2.96","0.8562","2.78","0.6481","3.22","0.6481","3.4","0.833"
"Faces_152_h","1.04","0.1979","2.0","0.6999","5.96","0.3476","1.66","0.6884","2.54","0.9082","4.64","1.0254","2.36","0.6928","4.24","0.9596"
"Faces_031_v","2.04","0.533","2.44","0.644","3.94","0.8668","2.32","0.6833","2.86","0.8332","2.62","0.5303","3.12","0.5938","3.8","0.8806"
"People_122_h","1.38","0.4903","1.08","0.274","5.46","0.6455","1.2","0.4041","1.4","0.6389","1.32","0.5127","2.88","0.3854","2.66","0.5194"
"People_128_h","2.44","0.5014","1.8","0.6999","4.58","0.6728","1.4","0.6389","2.02","0.5529","2.18","0.5956","3.34","0.6884","3.58","0.7848"
"People_034_h","1.08","0.274","1.14","0.4046","5.66","0.7174","1.04","0.1979","3.02","1.0398","2.68","0.9355","2.18","0.5956","2.46","0.706"
"Objects_202_h","1.0","0.0","1.72","0.701","3.2","0.6999","3.58","0.9278","2.28","0.6713","2.78","0.6481","2.66","0.5194","3.92","0.8999"
"Objects_121_v","1.0","0.0","1.64","0.8271","2.5","1.0546","3.04","1.6655","6.86","0.3505","5.72","0.6713","1.0","0.0","3.96","1.6408"
"Animals_043_h","1.22","0.4185","2.12","0.773","1.46","0.6455","1.66","0.7453","4.0","1.069","2.32","0.6833","3.3","0.7626","4.14","1.0104"
"People_019_v","1.0","0.0","1.34","0.6263","5.06","1.1678","1.54","0.7616","6.08","0.4882","4.68","1.4205","1.08","0.274","3.28","1.3708"
"Animals_062_h","1.0","0.0","1.14","0.4046","2.16","0.7918","1.8","0.8571","6.12","0.5206","2.54","0.8855","1.14","0.4046","4.68","0.8908"
"Animals_060_h","1.0","0.0","2.04","0.8797","4.64","1.0053","3.26","1.1747","5.64","0.6627","3.88","1.1364","2.2","0.6389","3.74","0.9649"
"Animals_078_h","1.0","0.0","1.52","0.7624","4.92","1.1925","1.8","0.8806","6.12","0.5206","4.36","1.5487","1.1","0.303","3.98","1.2534"
"Faces_032_h","1.08","0.274","1.08","0.274","3.64","0.8514","1.5","0.6776","3.98","1.0971","1.38","0.6354","2.2","0.6389","3.02","0.8919"
"People_212_h","1.0","0.0","1.08","0.274","5.52","0.7624","1.4","0.6701","6.18","0.5226","5.14","0.9691","1.08","0.274","3.88","1.0029"
"Animals_009_v","2.44","0.5771","3.26","0.9216","2.12","0.4798","1.72","0.701","1.7","0.7071","2.44","0.5771","5.78","0.4185","4.8","0.7825"
"Faces_279_h","2.66","0.5194","3.06","0.8901","3.54","0.8381","1.7","0.7071","2.6","0.9897","1.72","0.701","3.58","0.7848","4.24","0.7969"
"Faces_158_h","1.84","0.5481","2.32","0.6833","4.16","0.7656","2.76","0.6565","2.88","0.8241","2.62","0.5303","3.38","0.6667","3.58","0.8104"
"Objects_022_h","1.0","0.0","1.34","0.6263","1.44","0.7045","1.14","0.4046","6.36","0.5628","1.38","0.6667","1.06","0.2399","3.3","1.8211"
"Faces_007_h","2.74","0.487","2.24","0.6247","3.66","0.7174","1.7","0.7071","2.32","0.5511","2.72","0.536","3.06","0.4243","3.3","0.6776"
"People_133_h","1.28","0.4536","2.24","0.6247","4.7","0.7354","2.8","0.7284","2.28","0.6713","3.46","0.8855","2.66","0.5194","3.94","0.8668"
"People_001_h","1.0","0.0","1.46","0.6455","6.22","0.4185","1.34","0.5573","3.92","1.2095","5.56","0.7329","1.22","0.4647","3.82","1.0039"
"People_231_h","1.0","0.0","2.4","0.9897","3.38","0.9875","1.34","0.6263","5.36","0.6627","4.26","0.9435","1.96","0.8562","4.3","0.9091"
"Animals_221_h","2.72","0.5729","2.1","0.7071","1.64","0.6627","1.1","0.303","2.9","0.6468","2.04","0.57","3.48","0.7068","3.46","0.706"
"Faces_019_h","2.62","0.5303","2.78","0.6481","3.3","0.7354","2.14","0.7562","2.76","0.6869","2.32","0.6833","3.24","0.5911","3.58","0.7848"
"People_213_v","1.0","0.0","1.08","0.274","3.18","0.9409","1.54","0.7616","4.64","1.0053","2.5","0.789","1.62","0.753","2.5","0.953"
"People_233_h","1.0","0.0","1.86","0.7827","2.16","0.5841","2.36","0.6928","5.6","0.6389","2.24","0.6247","2.36","0.6928","4.68","0.7126"
"Animals_025_h","1.06","0.2399","1.34","0.6263","5.0","0.8806","1.36","0.6312","4.96","0.9026","1.14","0.4046","2.54","0.6455","2.44","0.9723"
"Animals_045_h","1.0","0.0","1.38","0.6667","5.82","0.7197","1.18","0.4819","6.44","0.5014","3.82","1.7225","1.04","0.1979","3.12","1.4234"
"Animals_047_h","1.0","0.0","1.06","0.2399","1.44","0.5771","1.92","0.8533","4.5","0.9313","1.58","0.7309","2.46","0.7343","4.4","0.9476"
"Objects_006_h","1.0","0.0","1.44","0.7045","2.32","0.6833","2.18","0.7743","5.74","0.5272","2.78","0.6481","2.14","0.7287","4.46","0.9082"
"Landscapes_026_h","1.0","0.0","1.1","0.303","4.46","0.9304","3.08","0.9223","5.7","0.5051","2.08","0.6652","1.54","0.7616","3.72","0.9485"
"People_033_h","1.08","0.274","1.1","0.303","5.98","0.3774","1.08","0.274","2.46","0.8855","1.88","0.773","2.24","0.6247","2.64","0.7494"
"Animals_067_h","1.0","0.0","2.94","0.9775","4.46","0.9304","2.06","0.8668","5.46","0.706","4.58","1.012","2.36","0.6928","3.98","0.8919"
"Objects_021_v","1.0","0.0","1.36","0.6312","2.06","0.6824","2.14","0.7562","5.54","0.6764","2.44","0.5771","2.32","0.6528","3.86","0.9037"
"Faces_369_v","2.66","0.5194","2.06","0.6824","2.72","0.5729","1.92","0.6337","2.8","0.7559","2.12","0.6893","3.5","0.7071","3.36","0.7494"
"Faces_151_v","2.44","0.5014","1.88","0.773","4.24","0.8466","2.02","0.5529","2.44","0.5771","2.18","0.5956","3.74","0.7775","3.44","0.8122"
"Animals_027_h","1.0","0.0","1.3","0.5803","5.8","0.6389","1.34","0.6263","5.96","0.402","2.02","0.8687","1.38","0.6354","2.28","1.0698"
"People_210_h","1.04","0.1979","1.14","0.4046","3.34","0.7722","1.38","0.6354","2.28","0.6713","2.44","0.5771","2.44","0.5406","2.6","0.6701"
"Objects_013_h","1.0","0.0","1.14","0.4046","2.88","0.8241","1.78","0.8154","5.76","0.6565","2.4","0.6701","1.62","0.7253","3.54","0.9521"
"Objects_125_h","1.0","0.0","1.08","0.274","1.54","0.7616","1.08","0.274","6.6","0.4949","3.2","1.2778","1.0","0.0","1.12","0.3854"
"Animals_001_h","1.0","0.0","1.34","0.6263","5.52","0.7624","1.52","0.7624","6.18","0.5226","2.12","1.0029","1.1","0.303","3.82","1.0631"
"Faces_036_h","1.74","0.487","2.0","0.6999","5.36","0.6627","1.44","0.5771","1.82","0.7197","2.1","0.544","3.04","0.4499","3.4","0.7559"
"Faces_157_h","1.04","0.1979","1.58","0.7309","5.22","0.6788","2.44","0.644","2.8","0.9035","2.88","0.8241","2.8","0.5345","3.3","0.789"
"Animals_032_h","1.0","0.0","1.34","0.6263","4.24","0.9596","1.4","0.6701","5.56","0.6749","2.34","0.8478","1.6","0.7559","2.98","0.9366"
"Landscapes_070_h","1.1","0.303","1.58","0.7309","3.78","0.79","2.62","0.5303","2.74","0.6642","2.84","0.6181","2.68","0.5127","3.44","0.7866"
"People_236_v","1.0","0.0","1.72","0.7296","3.9","0.8631","2.0","0.6999","5.66","0.5194","3.14","0.8574","2.36","0.6928","4.22","0.8873"
"Animals_029_v","1.0","0.0","1.66","0.7982","4.54","1.0343","3.36","1.0835","5.9","0.4165","3.94","1.3463","1.2","0.4041","4.58","0.9708"
"Faces_288_h","1.04","0.1979","3.12","0.9179","5.7","0.5051","1.72","0.7296","2.96","0.9026","3.18","0.8734","2.62","0.5303","4.68","0.7126"
"People_247_v","1.38","0.6354","1.58","0.7848","2.0","0.6999","1.66","0.7982","3.8","0.9689","2.62","0.9452","3.3","0.789","3.72","0.9485"
"Animals_154_h","3.46","0.8855","1.12","0.3283","2.24","0.6247","1.1","0.303","1.98","0.6224","1.04","0.1979","4.48","0.7624","2.98","0.8204"
"People_015_h","1.46","0.5425","2.28","0.6402","3.9","0.8631","2.62","0.5303","2.28","0.6713","2.84","0.7384","2.66","0.5194","4.46","0.706"
"Animals_065_h","1.04","0.1979","1.78","0.8154","1.72","0.7296","1.22","0.4647","3.98","0.9145","2.36","0.6627","2.72","0.536","3.28","0.8091"
"Faces_301_h","2.14","0.3505","2.22","0.5455","4.76","0.716","1.96","0.4932","2.04","0.533","2.14","0.4953","3.02","0.4281","3.16","0.6503"
"Faces_176_h","1.04","0.1979","1.08","0.274","4.98","0.8449","1.82","0.7197","2.36","0.6627","1.92","0.8041","2.72","0.5729","3.46","0.8855"
"Objects_264_v","5.94","0.3136","1.46","0.6455","1.24","0.4314","1.04","0.1979","1.0","0.0","1.42","0.5746","5.94","0.3136","5.08","0.8041"
"Landscapes_008_h","5.2","0.6061","1.38","0.6354","2.1","0.4629","1.0","0.0","1.0","0.0","1.2","0.4041","5.78","0.4185","4.2","0.8571"
"Faces_175_v","1.0","0.0","1.94","0.6518","5.94","0.3136","1.48","0.5799","1.42","0.5746","2.48","0.5799","2.78","0.7637","4.02","0.8919"
"People_180_h","4.82","1.0631","1.92","0.6337","1.1","0.303","1.2","0.4041","1.0","0.0","2.48","0.5436","6.04","0.1979","5.96","0.3476"
"Faces_050_h","5.94","0.2399","1.92","0.6337","1.34","0.4785","1.08","0.274","1.0","0.0","2.02","0.5147","5.96","0.2828","5.16","0.6503"
"Animals_010_h","1.92","0.6337","1.38","0.6354","3.34","0.8947","1.24","0.4764","2.44","0.644","1.86","0.7827","3.12","0.5938","2.82","0.6606"
"Animals_038_h","1.0","0.0","1.64","0.8271","5.72","0.757","2.3","1.0926","6.44","0.5014","4.5","1.7871","1.04","0.1979","5.08","0.8533"
"Objects_122_h","1.0","0.0","1.58","0.7309","5.12","0.6273","2.32","0.6833","5.08","0.6007","3.26","0.7775","2.32","0.6528","3.44","0.8843"
"People_058_h","1.0","0.0","1.68","0.7677","2.4","0.5714","2.36","0.6928","5.36","0.6627","2.24","0.6247","2.66","0.5194","4.4","0.6999"
"Objects_128_h","1.0","0.0","1.38","0.6354","2.52","0.5436","2.44","0.644","3.34","0.8947","2.78","0.6788","2.1","0.7071","3.46","0.8855"
"Faces_164_h","1.0","0.0","1.2","0.4041","5.96","0.3476","1.58","0.6091","1.8","0.6999","2.28","0.6713","2.48","0.5799","3.18","0.8734"
"People_249_h","2.9","0.4165","2.12","0.6273","2.2","0.4518","1.7","0.7071","1.72","0.7296","1.98","0.5887","3.74","0.5997","3.36","0.598"
"Faces_017_h","1.26","0.4431","1.8","0.7825","5.46","0.706","1.44","0.6749","3.3","1.0152","2.14","0.7562","2.66","0.5194","3.26","0.7775"
"Faces_171_v","1.2","0.4041","1.58","0.7309","4.8","0.6999","1.92","0.6337","2.44","0.644","1.78","0.7365","3.02","0.4734","3.42","0.8352"
"People_087_h","1.1","0.303","1.08","0.274","2.18","0.5956","1.66","0.7453","2.8","0.7559","1.4","0.6389","3.02","0.4281","3.58","0.8104"
"Objects_023_v","1.0","0.0","1.12","0.3854","1.8","0.7825","1.38","0.6667","5.76","0.6565","2.02","0.8687","1.62","0.7796","2.78","1.0934"
"Objects_053_h","1.2","0.4041","2.16","0.7918","1.68","0.7677","1.66","0.7982","5.82","0.5226","2.36","0.9424","2.54","0.6455","3.44","0.9071"
"Animals_018_h","1.0","0.0","2.02","0.8687","3.18","0.9409","1.4","0.6701","4.4","0.9689","2.36","0.6928","2.66","0.5194","3.08","0.8999"
"People_188_h","5.66","0.4785","1.72","0.701","1.2","0.4041","1.0","0.0","1.04","0.1979","1.48","0.5799","6.04","0.1979","5.36","0.6627"
"People_183_h","6.04","0.1979","2.04","0.57","1.04","0.1979","1.04","0.1979","1.0","0.0","2.72","0.5729","6.04","0.1979","5.96","0.3476"
"Objects_244_h","1.08","0.274","1.0","0.0","1.24","0.4764","1.14","0.4046","2.06","0.6824","1.18","0.3881","2.88","0.4798","2.44","0.7602"
"Objects_110_v","1.0","0.0","1.14","0.4046","2.02","0.8687","1.14","0.4046","5.76","0.6565","2.02","0.8687","1.24","0.4764","1.76","0.8466"
"Animals_013_h","1.38","0.6354","1.66","0.7982","3.4","0.9258","1.08","0.274","2.54","0.9082","1.66","0.7982","2.8","0.5345","2.78","0.8154"
"Objects_088_h","1.0","0.0","1.14","0.4046","2.08","0.6652","1.44","0.7045","5.1","0.9313","1.36","0.6312","2.56","0.644","3.08","0.8999"
"People_059_v","1.08","0.274","1.54","0.7616","2.62","0.5303","2.82","0.8965","5.24","0.6565","2.5","0.789","2.78","0.5067","4.52","0.7068"
"Animals_019_h","1.0","0.0","1.66","0.7982","4.94","0.8901","1.44","0.7045","4.54","0.9733","1.72","0.9267","1.92","0.8041","2.26","1.0461"
"Animals_033_h","1.0","0.0","1.6","0.8081","5.8","0.6389","1.42","0.7025","6.08","0.4445","2.3","1.0926","1.22","0.4647","3.66","1.2224"
"Faces_006_h","1.24","0.4314","1.44","0.5771","5.96","0.3476","1.2","0.4041","1.8","0.6999","3.94","0.8668","2.62","0.5303","3.2","0.6999"
"Objects_011_h","1.7","0.7071","1.12","0.3854","1.6","0.6999","1.34","0.6263","3.78","0.91","1.04","0.1979","3.08","0.5284","3.26","0.7775"
"Objects_179_h","1.48","0.5799","1.08","0.274","2.02","0.5529","1.52","0.6773","1.38","0.6354","1.04","0.1979","3.32","0.5869","3.48","0.7068"
"People_024_v","1.06","0.2399","1.44","0.7045","2.1","0.544","2.18","0.7743","5.14","0.7562","2.4","0.6701","2.66","0.5194","3.94","0.8668"
"Faces_033_h","1.86","0.5718","1.72","0.701","4.74","0.7775","1.8","0.6999","2.62","0.9452","2.52","0.5436","2.8","0.5345","3.26","0.7775"
