"image","happiness_Mean","happiness_Std","surprise_Mean","surprise_Std","sadness_Mean","sadness_Std","anger_Mean","anger_Std","disgust_Mean","disgust_Std","fear_Mean","fear_Std","emotional valence_Mean","emotional valence_Std","arousal_Mean","arousal_Std"
"Animals_030_h","1.48","0.5047","3.14","0.6064","2.0","0.0","1.76","0.4314","2.44","0.5014","5.14","0.5718","2.02","0.1414","3.5","0.8631"
"Animals_020_h","1.04","0.1979","3.96","1.2115","1.88","0.3283","2.64","0.7217","6.16","0.5095","6.5","0.5051","2.0","0.0","5.6","0.4949"
"Animals_073_h","1.0","0.0","6.04","0.4499","1.92","0.274","5.94","0.8901","6.86","0.3505","6.96","0.1979","2.0","0.0","6.06","0.2399"
"Animals_041_h","1.1","0.303","2.66","0.4785","1.88","0.3283","1.42","0.4986","6.16","0.5095","3.12","1.0812","2.0","0.0","2.0","0.0"
"Animals_006_v","1.2","0.4041","3.12","0.6273","2.02","0.1414","1.88","0.3283","2.88","0.6893","5.98","0.3774","2.0","0.0","3.54","0.9521"
"People_040_h","2.0","0.0","2.22","0.4185","6.86","0.3505","1.08","0.274","2.02","0.1414","3.42","1.1445","2.02","0.1414","2.78","0.7365"
"People_241_h","1.84","0.3703","3.92","1.5365","2.94","0.9348","2.1","0.303","5.24","1.6606","3.52","1.3438","2.0","0.0","2.74","1.0063"
"People_222_h","1.0","0.0","4.98","1.2036","6.28","0.6402","3.24","0.9596","6.94","0.2399","6.9","0.303","2.0","0.0","5.84","0.6181"
"People_017_h","1.0","0.0","5.98","0.714","6.14","0.8574","4.38","1.5238","3.96","1.3087","7.0","0.0","2.0","0.0","6.96","0.1979"
"People_003_h","2.0","0.0","4.24","1.0797","6.68","0.5127","3.92","1.3529","3.76","1.2707","6.58","0.5379","2.0","0.0","6.24","0.5555"
"Faces_366_h","1.0","0.0","4.68","1.7076","6.96","0.1979","2.14","0.3505","7.0","0.0","6.98","0.1414","1.42","0.4986","6.4","1.0302"
"Animals_007_h","1.84","0.3703","4.3","1.165","2.0","0.0","5.72","0.7835","4.54","1.2811","6.3","0.5803","2.02","0.1414","6.0","0.2857"
"Animals_004_v","2.0","0.0","5.02","0.9366","2.0","0.0","6.08","0.5657","4.76","1.135","6.32","0.4712","2.0","0.0","5.9","0.303"
"Landscapes_002_h","1.0","0.0","2.02","0.1414","6.96","0.1979","3.22","0.79","2.14","0.3505","7.0","0.0","2.0","0.0","5.26","0.6328"
"Animals_085_h","1.04","0.1979","5.86","0.6064","1.0","0.0","6.7","0.4629","4.32","1.6092","6.96","0.1979","2.0","0.0","6.26","0.4431"
"Animals_058_h","1.24","0.4314","3.3","0.8864","1.88","0.3283","1.6","0.4949","5.54","0.7879","5.74","0.5272","2.0","0.0","3.7","1.2164"
"Animals_074_h","1.22","0.4185","2.4","0.4949","6.96","0.1979","1.96","0.1979","6.44","0.5014","3.52","0.9528","2.0","0.0","2.0","0.0"
"People_209_v","1.2","0.4041","2.54","0.6455","2.98","1.0784","2.0","0.0","6.6","0.4949","6.42","0.4986","2.0","0.0","3.72","1.6542"
"People_214_h","1.0","0.0","5.76","0.716","7.0","0.0","2.0","0.0","7.0","0.0","7.0","0.0","1.88","0.3283","5.68","0.8192"
"People_127_h","1.42","0.4986","4.76","0.8704","5.7","0.8391","6.6","0.4949","6.02","0.6224","6.3","0.5803","2.0","0.0","6.04","0.4499"
"People_077_v","2.0","0.0","3.36","0.802","2.8","0.6701","2.0","0.0","5.84","0.6181","4.88","1.1891","2.48","0.5436","3.46","0.9941"
"Animals_039_h","1.0","0.0","5.74","1.4401","7.0","0.0","2.0","0.0","7.0","0.0","6.96","0.1979","1.48","0.5047","5.88","1.3797"
"People_202_h","1.0","0.0","5.8","1.3702","6.48","1.2162","2.02","0.1414","7.0","0.0","6.98","0.1414","1.8","0.4041","6.1","1.3132"
"Faces_172_h","2.0","0.0","2.62","0.5303","6.96","0.1979","2.0","0.0","4.24","1.2707","3.4","0.833","2.0","0.0","2.02","0.1414"
"People_016_h","1.1","0.303","4.98","1.1156","6.94","0.2399","4.24","1.2048","5.42","0.9708","6.92","0.274","2.0","0.0","6.26","0.4431"
"People_002_v","2.0","0.0","3.52","0.9739","6.44","0.5014","2.82","0.8965","4.24","1.2048","5.24","1.1528","2.0","0.0","5.1","0.8391"
"Faces_273_h","2.72","0.6074","2.52","0.5436","2.48","0.5436","2.26","0.487","2.18","0.3881","5.38","0.8053","2.4","0.4949","4.56","1.0134"
"People_204_v","1.04","0.1979","2.1","0.303","2.44","0.5014","1.8","0.4041","6.6","0.4949","2.4","0.4949","2.0","0.0","2.02","0.1414"
"Animals_061_h","5.66","0.8947","2.58","0.6417","1.6","0.4949","4.5","1.5286","4.42","1.5398","4.18","1.4097","2.3","0.4629","5.68","0.7939"
"People_198_h","1.0","0.0","2.74","1.192","6.96","0.1979","1.92","0.274","7.0","0.0","4.08","1.7124","1.88","0.3283","1.88","0.3283"
"Animals_144_h","2.0","0.0","3.16","0.7103","2.22","0.4185","1.88","0.3283","4.54","1.0343","5.96","0.3476","2.0","0.0","4.98","0.7951"
"Objects_126_h","2.0","0.0","3.22","0.5817","4.76","0.9806","2.02","0.1414","6.3","0.5803","1.88","0.3283","2.64","0.4849","2.22","0.4185"
"Animals_022_h","1.84","0.3703","2.9","0.7354","2.0","0.0","1.72","0.4536","5.68","0.6833","4.72","1.1436","2.0","0.0","3.26","0.9216"
"Objects_285_h","1.08","0.274","3.88","0.9398","6.92","0.274","3.0","0.5345","6.3","0.5803","5.84","0.6809","2.0","0.0","4.82","1.0631"
"People_140_h","2.0","0.0","2.96","0.57","6.44","0.5014","2.0","0.0","4.38","1.1761","4.96","1.1599","2.04","0.1979","4.24","1.0797"
"Animals_055_h","2.0","0.0","2.48","0.5047","1.88","0.3283","1.84","0.3703","2.02","0.1414","5.96","0.3476","3.0","0.6389","4.78","0.8154"
"People_217_h","1.22","0.4185","2.82","0.7197","3.52","1.0544","2.0","0.0","5.88","0.659","5.9","0.8631","2.0","0.0","2.6","0.7825"
"Animals_037_h","1.08","0.274","2.6","0.4949","1.6","0.4949","1.26","0.4431","5.56","0.9071","3.74","1.4957","2.0","0.0","2.0","0.0"
"People_225_h","2.0","0.0","3.86","1.2124","5.9","0.7626","2.44","0.6749","4.92","1.3529","4.78","1.3293","2.0","0.0","3.88","1.1542"
"People_201_v","1.2","0.4041","5.24","1.3637","6.96","0.1979","2.06","0.2399","5.68","1.0388","6.92","0.274","2.0","0.0","6.04","0.4499"
"People_084_h","1.72","0.4536","2.22","0.4185","2.0","0.0","3.28","0.8091","2.0","0.0","5.76","0.6565","2.0","0.0","5.96","0.3476"
"Objects_148_h","1.04","0.1979","2.9","0.544","2.3","0.4629","4.34","1.1537","2.76","0.6565","6.86","0.3505","2.0","0.0","5.9","0.4165"
"Faces_368_h","5.72","0.6713","5.42","1.1082","2.0","0.0","1.08","0.274","5.02","1.6349","1.32","0.4712","5.54","0.9733","2.58","0.8593"
"Animals_111_h","1.84","0.3703","4.1","1.0351","2.52","0.5436","2.0","0.0","5.5","0.7354","5.64","0.6627","2.0","0.0","3.52","0.9311"
"People_228_h","1.04","0.1979","2.62","0.8053","3.98","1.7669","2.0","0.0","6.96","0.1979","6.8","0.4041","2.0","0.0","6.02","0.7951"
"People_139_h","5.8","0.4949","3.48","0.7068","2.14","0.3505","1.2","0.4041","1.0","0.0","3.26","0.6943","5.64","0.6312","5.94","0.3136"
"People_039_v","1.88","0.3283","3.66","1.3342","6.58","0.5379","2.0","0.0","4.88","1.4797","3.92","1.3068","2.0","0.0","2.02","0.1414"
"People_240_h","1.0","0.0","2.82","0.7197","6.04","1.1241","1.86","0.3505","6.98","0.1414","4.92","1.4824","1.84","0.3703","2.0","0.0"
"Faces_174_h","1.6","0.4949","5.08","1.1925","6.2","0.7559","3.32","1.3468","6.5","0.5051","4.78","1.5556","2.0","0.0","2.14","0.3505"
"People_036_h","2.24","0.8221","2.14","0.3505","6.2","1.1249","1.0","0.0","2.0","0.0","2.02","0.1414","3.24","1.7562","2.04","0.1979"
"Landscapes_005_h","1.0","0.0","5.72","0.6713","7.0","0.0","4.1","1.2164","5.84","0.6809","6.96","0.1979","2.0","0.0","5.92","0.274"
"People_075_v","2.02","0.1414","4.22","0.864","4.04","0.832","5.14","1.0104","2.48","0.5436","4.54","0.8855","2.76","0.6565","4.74","0.8526"
"Faces_034_h","1.42","0.4986","4.3","1.1294","6.96","0.1979","2.0","0.0","2.64","0.7217","4.2","1.2122","2.0","0.0","2.02","0.1414"
"People_239_h","1.06","0.2399","2.18","0.3881","4.42","1.5661","1.86","0.3505","6.58","0.4986","2.48","0.5436","2.0","0.0","2.0","0.0"
"Faces_271_h","1.26","0.4431","3.1","0.6145","3.48","0.8628","5.88","0.773","4.38","1.1761","6.32","0.5869","2.0","0.0","6.02","0.3188"
"People_074_v","1.84","0.3703","2.62","0.5303","2.06","0.2399","2.22","0.4185","2.14","0.3505","5.76","0.6565","2.4","0.4949","5.46","0.6764"
"People_147_h","2.0","0.0","3.34","0.7722","5.18","1.0039","1.88","0.3283","3.52","0.9739","3.26","0.7775","2.66","0.4785","3.48","1.015"
"Faces_283_h","1.24","0.4314","5.18","1.0039","6.96","0.1979","5.1","1.2164","2.06","0.2399","6.88","0.3283","2.0","0.0","5.98","0.3774"
"Faces_021_h","2.0","0.0","3.04","0.9026","6.58","0.4986","2.02","0.1414","1.88","0.3283","2.18","0.3881","2.02","0.1414","5.82","0.5956"
"Objects_145_h","1.72","0.4536","2.66","0.5194","6.3","0.6145","2.0","0.0","2.22","0.4185","4.96","0.9026","2.0","0.0","2.06","0.2399"
"Faces_270_h","6.24","0.5555","2.44","0.5406","1.1","0.303","2.04","0.1979","2.0","0.0","2.98","1.0398","3.52","1.3738","5.88","0.4352"
"Animals_087_h","2.0","0.0","5.28","1.1256","2.0","0.0","2.48","0.5436","4.76","1.2707","5.94","0.3731","2.0","0.0","4.32","1.3915"
"Animals_002_v","2.02","0.1414","4.28","1.1436","1.24","0.4314","5.82","0.8497","3.68","1.5178","6.28","0.6074","2.0","0.0","6.04","0.1979"
"Faces_011_h","4.46","0.7343","2.66","0.5194","4.36","0.8981","1.0","0.0","1.9","0.3642","2.76","0.7709","3.9","0.8631","2.18","0.3881"
"Faces_041_h","2.18","0.3881","3.0","0.5345","6.22","0.6481","2.22","0.4185","2.26","0.487","3.4","0.833","2.52","0.5436","3.6","0.8571"
"Faces_363_v","2.0","0.0","3.42","0.9278","7.0","0.0","2.02","0.1414","5.48","1.1471","5.94","0.7398","2.0","0.0","3.6","1.2936"
"Animals_008_v","2.0","0.0","6.42","0.4986","2.0","0.0","4.58","1.3716","4.88","1.3192","3.92","1.2591","2.34","0.5194","5.98","0.3188"
"Animals_077_h","1.0","0.0","2.76","0.6247","6.94","0.2399","2.48","0.5436","6.76","0.4314","5.0","1.3851","2.0","0.0","4.12","1.4234"
"Faces_028_h","2.0","0.0","2.06","0.2399","6.86","0.3505","2.0","0.0","3.7","1.2817","2.78","0.6788","2.0","0.0","2.34","0.5194"
"Faces_302_h","2.0","0.0","2.68","0.5127","6.36","0.6312","2.3","0.4629","5.34","0.9607","3.54","0.8134","2.06","0.2399","3.86","0.926"
"People_223_h","1.28","0.4536","2.14","0.3505","2.82","1.4803","2.0","0.0","6.86","0.3505","6.72","0.4536","2.0","0.0","5.42","1.4299"
"Faces_294_h","2.02","0.1414","2.88","0.6893","6.02","0.4734","3.14","0.8574","3.26","1.0063","3.68","0.9134","2.44","0.5014","3.48","0.7624"
"Objects_154_h","1.0","0.0","3.56","0.7866","6.12","0.5206","3.52","0.9528","6.7","0.4629","5.68","0.6528","2.0","0.0","5.3","0.8144"
"Animals_003_h","1.6","0.4949","2.94","0.5115","2.0","0.0","1.88","0.3283","2.64","0.7217","5.96","0.3476","2.0","0.0","3.48","1.015"
"Faces_152_h","2.0","0.0","2.44","0.5406","6.24","0.5555","2.74","0.5646","3.38","1.0859","3.46","0.706","2.04","0.1979","2.4","0.4949"
"Faces_031_v","2.0","0.0","2.18","0.3881","6.3","0.5803","2.02","0.1414","2.34","0.7174","2.44","0.5406","2.0","0.0","2.0","0.0"
"People_122_h","2.66","0.4785","2.0","0.0","6.0","0.4949","1.38","0.4903","1.26","0.4431","2.18","0.3881","2.82","0.3881","2.02","0.1414"
"People_128_h","6.24","0.5555","2.48","0.5436","4.06","1.0577","1.04","0.1979","2.02","0.1414","2.0","0.0","5.84","0.4677","4.58","0.9055"
"People_034_h","4.04","1.3395","2.94","0.6197","6.8","0.4041","1.2","0.4041","2.44","0.6749","4.3","1.2164","2.78","0.9322","4.38","1.3076"
"Objects_202_h","2.0","0.0","2.84","0.4219","4.12","0.9613","2.66","0.5194","2.02","0.1414","5.64","0.6627","2.94","0.3136","4.22","0.7083"
"Objects_121_v","1.0","0.0","3.64","1.3056","2.48","0.5436","2.7","0.8631","6.92","0.274","2.88","0.9613","2.0","0.0","2.0","0.0"
"Animals_043_h","2.0","0.0","3.32","0.8676","1.84","0.3703","2.0","0.0","6.12","0.4798","2.92","0.5284","2.0","0.0","5.66","0.7722"
"People_019_v","2.0","0.0","2.52","0.5436","4.84","1.5696","2.0","0.0","6.58","0.4986","3.04","0.9681","2.02","0.1414","2.22","0.4185"
"Animals_062_h","1.0","0.0","4.72","1.5524","6.92","0.274","2.92","1.066","7.0","0.0","7.0","0.0","1.04","0.1979","6.5","0.5051"
"Animals_060_h","1.0","0.0","5.0","1.1952","6.96","0.1979","2.0","0.0","6.86","0.3505","5.94","0.6824","2.0","0.0","4.8","1.3702"
"Animals_078_h","1.04","0.1979","3.34","0.9607","5.56","1.3118","2.04","0.1979","7.0","0.0","4.62","1.3834","1.88","0.3283","2.6","0.7284"
"Faces_032_h","2.0","0.0","2.04","0.1979","4.44","1.1457","2.0","0.0","3.68","1.2526","2.0","0.0","2.14","0.3505","2.52","0.5436"
"People_212_h","1.0","0.0","4.92","1.2591","7.0","0.0","2.02","0.1414","7.0","0.0","7.0","0.0","1.54","0.5035","5.9","0.4165"
"Animals_009_v","2.1","0.303","3.84","0.9337","2.0","0.0","2.14","0.3505","1.1","0.303","4.44","1.0333","4.7","1.3132","4.78","0.8154"
"Faces_279_h","2.18","0.3881","3.66","0.7722","5.9","0.4629","3.04","0.6047","2.44","0.5406","4.62","0.8781","2.72","0.4536","4.16","0.9116"
"Faces_158_h","2.06","0.2399","2.04","0.1979","4.46","1.1104","2.0","0.0","2.0","0.0","2.02","0.1414","2.94","0.4243","2.06","0.2399"
"Objects_022_h","1.88","0.3283","3.5","0.8631","2.18","0.3881","1.38","0.4903","6.86","0.3505","3.26","0.9858","2.0","0.0","3.44","1.4868"
"Faces_007_h","4.28","0.8816","2.44","0.5014","3.38","0.7796","1.76","0.4314","2.1","0.303","2.06","0.2399","3.86","1.1608","2.92","0.4882"
"People_133_h","3.36","0.598","3.28","0.6074","5.2","0.9258","2.1","0.303","2.02","0.1414","3.08","0.5657","3.38","0.6024","3.4","0.6389"
"People_001_h","1.04","0.1979","2.68","0.5127","7.0","0.0","2.02","0.1414","2.22","0.4185","6.76","0.4314","2.0","0.0","5.78","0.79"
"People_231_h","1.0","0.0","5.78","0.864","7.0","0.0","2.0","0.0","7.0","0.0","7.0","0.0","1.6","0.4949","5.82","0.5956"
"Animals_221_h","2.0","0.0","4.76","1.0984","2.0","0.0","1.94","0.2399","5.96","0.402","3.08","0.6337","2.0","0.0","2.06","0.2399"
"Faces_019_h","5.78","0.5455","4.2","1.088","2.14","0.3505","1.1","0.303","1.04","0.1979","1.7","0.4629","5.9","0.4629","3.26","0.7775"
"People_213_v","1.04","0.1979","2.1","0.303","2.66","0.5194","1.84","0.3703","5.84","0.6181","2.04","0.1979","2.0","0.0","2.0","0.0"
"People_233_h","1.34","0.4785","2.72","0.6074","4.18","1.2728","2.3","0.4629","7.0","0.0","4.86","1.3095","2.0","0.0","5.78","0.79"
"Animals_025_h","1.6","0.4949","3.36","1.0835","6.86","0.3505","1.54","0.5035","5.9","0.7626","4.46","1.3433","2.0","0.0","2.0","0.0"
"Animals_045_h","1.0","0.0","4.16","1.2513","6.96","0.1979","1.8","0.4041","7.0","0.0","5.28","0.9697","1.28","0.4536","2.02","0.1414"
"Animals_047_h","1.24","0.4314","2.44","0.5014","2.22","0.4185","2.0","0.0","6.24","0.5555","2.7","0.6145","2.0","0.0","5.24","1.1704"
"Objects_006_h","1.0","0.0","2.62","0.5303","3.18","0.7475","2.04","0.1979","7.0","0.0","6.06","0.55","1.42","0.4986","5.72","0.8091"
"Landscapes_026_h","1.0","0.0","2.74","0.487","6.18","0.5226","4.24","1.1528","7.0","0.0","3.28","0.757","2.0","0.0","4.46","1.2488"
"People_033_h","2.0","0.0","2.02","0.1414","6.8","0.4041","1.92","0.274","2.36","0.6627","2.34","0.5194","2.0","0.0","2.44","0.5406"
"Animals_067_h","1.86","0.3505","4.94","1.1851","4.44","1.2316","2.0","0.0","6.7","0.4629","3.02","0.8449","2.0","0.0","2.52","0.5436"
"Objects_021_v","1.0","0.0","2.58","0.6417","2.8","1.1606","2.0","0.0","7.0","0.0","3.5","1.5286","2.0","0.0","3.56","1.6308"
"Faces_369_v","3.34","0.7722","2.72","0.5729","3.16","0.6503","1.92","0.274","4.8","1.2454","2.0","0.0","4.28","1.1613","2.06","0.2399"
"Faces_151_v","5.76","0.4764","2.02","0.1414","2.9","0.6468","1.86","0.3505","1.84","0.3703","2.0","0.0","5.36","0.7494","2.14","0.3505"
"Animals_027_h","1.0","0.0","3.66","1.1178","7.0","0.0","2.0","0.0","7.0","0.0","5.36","1.2415","1.54","0.5035","2.22","0.4647"
"People_210_h","2.0","0.0","2.66","0.5194","3.66","0.7174","1.84","0.3703","2.44","0.5406","2.78","0.5067","2.96","0.8562","2.14","0.3505"
"Objects_013_h","1.0","0.0","2.88","0.5206","5.38","1.1761","2.18","0.3881","7.0","0.0","5.64","0.7217","1.42","0.4986","5.32","1.2196"
"Objects_125_h","1.0","0.0","2.3","0.4629","2.3","0.4629","2.3","0.4629","6.96","0.1979","2.3","0.4629","1.88","0.3283","2.0","0.0"
"Animals_001_h","1.0","0.0","3.36","0.8981","6.96","0.1979","2.0","0.0","6.98","0.1414","5.44","1.1095","1.72","0.4536","4.64","1.5748"
"Faces_036_h","3.28","0.536","2.14","0.3505","5.86","0.5718","1.88","0.3283","1.42","0.4986","2.02","0.1414","3.38","0.753","2.68","0.5127"
"Faces_157_h","2.0","0.0","2.34","0.5194","6.18","0.5956","2.78","0.7083","2.18","0.3881","2.82","0.7475","2.18","0.3881","2.02","0.1414"
"Animals_032_h","1.0","0.0","3.74","1.0264","6.96","0.1979","2.0","0.0","6.96","0.1979","5.22","0.91","1.84","0.3703","2.86","0.8332"
"Landscapes_070_h","2.0","0.0","2.68","0.5127","6.06","0.5115","3.04","0.533","5.68","0.6833","4.74","0.8283","2.0","0.0","3.12","0.4798"
"People_236_v","2.0","0.0","4.3","1.1294","5.76","0.716","2.0","0.0","6.44","0.5014","5.62","0.6667","2.48","0.5047","5.42","0.6728"
"Animals_029_v","1.88","0.3283","3.6","0.8571","5.76","0.6565","2.06","0.2399","5.92","0.4445","4.14","1.0692","2.0","0.0","2.78","0.6481"
"Faces_288_h","2.0","0.0","6.18","0.5226","6.02","0.4734","2.14","0.3505","2.18","0.3881","5.22","0.9538","2.18","0.3881","3.58","0.7848"
"People_247_v","2.34","0.5194","2.4","0.4949","2.44","0.5406","1.88","0.3283","5.32","1.2526","2.34","0.5194","2.56","0.7329","2.86","0.8332"
"Animals_154_h","3.32","0.7126","3.14","0.6064","4.68","1.0388","2.0","0.0","2.18","0.3881","2.0","0.0","5.08","1.1578","2.6","0.4949"
"People_015_h","2.86","0.5718","2.8","0.5345","5.04","1.1773","2.74","0.6642","2.98","0.8687","3.22","0.864","2.92","0.4882","4.46","0.8134"
"Animals_065_h","2.0","0.0","2.48","0.5047","2.02","0.1414","1.26","0.4431","5.96","0.402","2.02","0.1414","2.02","0.1414","2.0","0.0"
"Faces_301_h","2.38","0.4903","2.94","0.4243","5.44","0.7329","2.8","0.5345","2.0","0.0","3.04","0.402","2.88","0.3854","3.08","0.3959"
"Faces_176_h","2.0","0.0","2.34","0.5194","6.44","0.5014","2.82","0.7743","2.54","0.8134","2.42","0.5379","2.18","0.3881","2.74","0.5646"
"Objects_264_v","6.06","0.2399","3.42","0.8352","1.26","0.4431","1.26","0.4431","1.0","0.0","2.0","0.0","6.0","0.2857","5.62","0.4903"
"Landscapes_008_h","5.94","0.3136","2.1","0.303","2.0","0.0","1.08","0.274","1.0","0.0","2.14","0.3505","5.98","0.3188","4.4","0.7825"
"Faces_175_v","2.0","0.0","3.32","0.7126","6.92","0.274","2.02","0.1414","1.76","0.4314","3.1","0.6468","2.0","0.0","3.8","0.9689"
"People_180_h","6.08","0.4445","4.84","0.9553","1.08","0.274","1.54","0.5035","1.0","0.0","4.84","1.1132","6.14","0.3505","6.06","0.2399"
"Faces_050_h","6.3","0.4629","2.22","0.4185","1.2","0.4041","1.24","0.4314","1.0","0.0","2.0","0.0","6.04","0.1979","5.44","0.6115"
"Animals_010_h","2.26","0.487","3.44","0.7866","4.52","1.0925","1.1","0.303","3.46","0.9941","3.52","0.9311","3.9","1.2164","2.48","0.5436"
"Animals_038_h","1.0","0.0","5.0","1.3851","7.0","0.0","2.1","0.303","6.98","0.1414","6.22","0.7637","1.88","0.3283","6.0","0.6389"
"Objects_122_h","1.06","0.2399","3.76","0.8935","6.42","0.4986","3.0","0.5345","6.92","0.274","5.16","0.8889","2.0","0.0","5.48","0.6773"
"People_058_h","1.86","0.3505","3.1","0.6145","3.26","0.7775","2.22","0.4185","6.96","0.1979","3.74","1.0264","2.0","0.0","5.44","0.8122"
"Objects_128_h","1.0","0.0","2.22","0.4185","4.62","1.2436","2.0","0.0","6.5","0.5051","2.26","0.5272","2.0","0.0","2.0","0.0"
"Faces_164_h","2.0","0.0","2.0","0.0","6.94","0.2399","2.02","0.1414","2.0","0.0","2.44","0.5406","2.0","0.0","2.14","0.3505"
"People_249_h","4.34","0.8478","2.48","0.5047","2.06","0.2399","1.92","0.274","1.48","0.5047","2.1","0.303","4.78","0.8154","3.36","0.5253"
"Faces_017_h","2.0","0.0","2.0","0.0","6.44","0.5014","1.88","0.3283","2.14","0.3505","2.0","0.0","2.02","0.1414","2.68","0.5127"
"Faces_171_v","4.72","0.8581","3.18","0.6289","2.72","0.5729","2.0","0.0","1.42","0.4986","1.8","0.4041","5.7","0.6145","2.88","0.3854"
"People_087_h","2.0","0.0","2.0","0.0","2.0","0.0","1.54","0.5035","2.18","0.3881","1.22","0.4185","2.22","0.4185","2.62","0.6354"
"Objects_023_v","1.04","0.1979","2.78","0.8401","3.56","1.5539","2.0","0.0","7.0","0.0","5.26","1.3063","1.42","0.4986","2.64","1.2249"
"Objects_053_h","5.26","0.6943","5.06","0.843","1.88","0.3283","1.24","0.4314","4.7","0.789","1.74","0.4431","5.6","0.6061","3.62","0.8781"
"Animals_018_h","1.84","0.3703","2.84","0.6181","2.74","0.487","1.24","0.4314","5.02","1.1516","2.98","0.5147","2.22","0.4185","2.3","0.4629"
"People_188_h","5.6","0.6389","2.84","0.6181","1.22","0.4185","1.04","0.1979","1.0","0.0","2.22","0.4647","5.96","0.3476","5.54","0.6131"
"People_183_h","6.1","0.4165","3.88","0.9398","1.24","0.4314","1.26","0.4431","1.04","0.1979","3.48","0.8628","5.98","0.3774","5.92","0.274"
"Objects_244_h","2.0","0.0","2.1","0.303","2.0","0.0","1.6","0.4949","2.94","0.5115","1.94","0.2399","2.6","0.4949","2.0","0.0"
"Objects_110_v","2.0","0.0","2.96","0.4499","3.54","0.7343","2.06","0.2399","6.42","0.4986","2.0","0.0","2.0","0.0","2.14","0.3505"
"Animals_013_h","1.0","0.0","3.86","1.0692","6.96","0.1979","2.0","0.0","5.94","0.8184","4.44","1.2961","2.0","0.0","2.18","0.3881"
"Objects_088_h","1.34","0.4785","2.14","0.3505","2.66","0.5194","1.88","0.3283","6.96","0.1979","2.04","0.1979","2.0","0.0","2.18","0.3881"
"People_059_v","2.02","0.1414","2.06","0.2399","3.22","0.7365","2.1","0.303","6.86","0.3505","4.16","1.0568","2.48","0.5047","5.24","0.744"
"Animals_019_h","1.8","0.4041","3.02","0.6543","6.6","0.4949","1.76","0.4314","3.58","1.1445","2.7","0.7071","2.0","0.0","2.06","0.2399"
"Animals_033_h","1.0","0.0","4.54","1.4875","7.0","0.0","2.0","0.0","6.96","0.1979","6.2","0.7825","1.76","0.4314","3.32","1.5706"
"Faces_006_h","2.9","0.4165","2.44","0.5014","5.54","0.7343","2.0","0.0","1.84","0.3703","3.12","0.5938","3.18","0.5226","2.94","0.4243"
"Objects_011_h","2.6","0.4949","2.6","0.4949","2.44","0.5014","1.86","0.3505","6.86","0.3505","1.88","0.3283","2.86","0.3505","2.44","0.5014"
"Objects_179_h","2.96","0.402","2.18","0.3881","2.0","0.0","1.94","0.2399","2.0","0.0","1.94","0.2399","3.6","0.8571","3.2","0.6061"
"People_024_v","1.76","0.4314","2.44","0.5014","2.48","0.5436","2.0","0.0","6.96","0.1979","5.88","0.659","2.0","0.0","4.02","1.5185"
"Faces_033_h","2.06","0.2399","2.18","0.3881","5.6","0.7559","2.52","0.5436","2.6","0.7825","2.52","0.5436","2.18","0.3881","3.54","0.7343"
"People_025_v","1.08","0.274","2.44","0.5014","4.84","1.4479","2.1","0.303","6.96","0.1979","5.22","0.91","2.0","0.0","3.46","1.4028"
