"image","predicted_emotion"
"Faces_302_h","sadness"
"People_223_h","fear"
"Faces_294_h","fear"
"Objects_154_h","fear"
"Animals_003_h","surprise"
"Faces_152_h","sadness"
"Faces_031_v","sadness"
"People_122_h","sadness"
"People_128_h","happiness"
"People_034_h","sadness"
"Objects_202_h","fear"
"Objects_121_v","disgust"
"Animals_043_h","fear"
"People_019_v","surprise"
"Animals_062_h","disgust"
"Animals_060_h","sadness"
"Animals_078_h","disgust"
"Faces_032_h","sadness"
"People_212_h","sadness"
"Animals_009_v","surprise"
"Faces_279_h","sadness"
"Faces_158_h","sadness"
"Objects_022_h","surprise"
"Faces_007_h","sadness"
"People_133_h","sadness"
"People_001_h","sadness"
"People_231_h","sadness"
"Animals_221_h","disgust"
"Faces_019_h","sadness"
"People_213_v","sadness"
"People_233_h","disgust"
"Animals_025_h","sadness"
"Animals_045_h","sadness"
"Animals_047_h","disgust"
"Objects_006_h","disgust"
"Landscapes_026_h","sadness"
"People_033_h","sadness"
"Animals_067_h","surprise"
"Objects_021_v","disgust"
"Faces_369_v","sadness"
"Faces_151_v","sadness"
"Animals_027_h","sadness"
"People_210_h","sadness"
"Objects_013_h","disgust"
"Objects_125_h","disgust"
"Animals_001_h","sadness"
"Faces_036_h","sadness"
"Faces_157_h","sadness"
"Animals_032_h","sadness"
"Landscapes_070_h","sadness"
"People_236_v","sadness"
"Animals_029_v","fear"
"Faces_288_h","sadness"
"People_247_v","surprise"
"Animals_154_h","sadness"
"People_015_h","sadness"
"Animals_065_h","disgust"
"Faces_301_h","sadness"
"Faces_176_h","sadness"
"Objects_264_v","happiness"
"Landscapes_008_h","happiness"
"Faces_175_v","sadness"
"People_180_h","happiness"
"Faces_050_h","happiness"
"Animals_010_h","happiness"
"Animals_038_h","sadness"
"Objects_122_h","sadness"
"People_058_h","disgust"
"Objects_128_h","surprise"
"Faces_164_h","sadness"
"People_249_h","surprise"
"Faces_017_h","sadness"
"Faces_171_v","sadness"
"People_087_h","fear"
"Objects_023_v","disgust"
"Objects_053_h","surprise"
"Animals_018_h","surprise"
"People_188_h","surprise"
"People_183_h","happiness"
"Objects_244_h","surprise"
"Objects_110_v","disgust"
"Animals_013_h","sadness"
"Objects_088_h","disgust"
"People_059_v","disgust"
"Animals_019_h","sadness"
"Animals_033_h","sadness"
"Faces_006_h","sadness"
"Objects_011_h","surprise"
"Objects_179_h","surprise"
"People_024_v","disgust"
"Faces_033_h","sadness"
"People_025_v","disgust"
"Faces_296_h","sadness"
"Landscapes_007_h","sadness"
"Landscapes_060_h","sadness"
"Animals_135_v","surprise"
"Animals_182_h","surprise"
"People_230_h","surprise"
"People_121_h","sadness"
"People_062_v","disgust"
"Objects_109_h","disgust"
"Objects_007_h","disgust"
"Animals_171_h","fear"
"People_143_h","sadness"
"Animals_179_h","happiness"
"Objects_156_v","sadness"
"Objects_207_h","sadness"
"Animals_121_h","sadness"
"Animals_089_v","surprise"
"Objects_045_h","surprise"
"Landscapes_025_h","sadness"
"Objects_009_h","surprise"
"Objects_328_h","fear"
"People_057_h","disgust"
"Animals_086_v","sadness"
"Faces_012_v","sadness"
"Objects_018_h","disgust"
"Objects_216_h","sadness"
"Objects_019_h","disgust"
"Animals_053_h","sadness"
"Faces_166_h","sadness"
"Faces_037_h","sadness"
"Objects_119_h","fear"
"People_179_h","happiness"
"Objects_206_h","sadness"
"Landscapes_043_h","surprise"
"People_030_h","surprise"
"People_035_h","sadness"
"Landscapes_028_h","sadness"
"Objects_186_v","sadness"
"Faces_155_h","sadness"
"Landscapes_102_h","awe"
"Faces_275_h","sadness"
"Objects_307_v","surprise"
"Objects_060_h","sadness"
"Faces_156_h","happiness"
"Animals_197_h","surprise"
"Faces_224_h","surprise"
"Objects_255_v","surprise"
"Objects_015_v","disgust"
"People_164_h","happiness"
"Animals_122_h","happiness"
"Animals_203_h","sadness"
"Objects_223_h","surprise"
"Animals_220_h","surprise"
"Landscapes_115_v","sadness"
"Animals_196_h","happiness"
"Landscapes_020_h","fear"
"People_060_v","disgust"
"Faces_190_h","sadness"
"Animals_136_h","happiness"
"People_080_h","surprise"
"Faces_113_h","fear"
"Objects_274_h","surprise"
"Faces_054_v","sadness"
"Objects_129_h","happiness"
"Faces_001_h","happiness"
"Landscapes_139_h","sadness"
"Animals_149_v","sadness"
"People_148_h","happiness"
"Faces_047_h","surprise"
"Objects_134_h","surprise"
"Faces_266_h","disgust"
"Objects_281_h","sadness"
"Objects_311_h","happiness"
"Objects_136_h","sadness"
"Landscapes_055_h","happiness"
"Objects_222_h","fear"
"Faces_135_h","happiness"
"Faces_196_h","sadness"
"Faces_216_h","sadness"
"People_097_h","fear"
"Animals_127_h","surprise"
"Animals_170_h","surprise"
"Objects_115_h","surprise"
"People_165_v","happiness"
"Landscapes_021_h","happiness"
"Faces_062_v","sadness"
"Animals_165_h","happiness"
"Faces_264_h","disgust"
"Objects_106_v","surprise"
"Objects_194_h","surprise"
"Landscapes_130_h","sadness"
"Faces_240_h","happiness"
"People_172_v","happiness"
"Landscapes_117_h","happiness"
"People_096_h","happiness"
"Faces_342_h","happiness"
"Animals_200_v","surprise"
"Animals_178_v","surprise"
"Animals_205_h","surprise"
"Faces_263_v","happiness"
"Objects_282_h","sadness"
"Animals_104_h","sadness"
"Faces_218_h","surprise"
"People_026_h","surprise"
"Landscapes_178_h","happiness"
"Faces_129_h","happiness"
"Landscapes_165_h","awe"
"Animals_208_h","surprise"
"Landscapes_149_h","awe"
"Animals_216_v","disgust"
"Animals_195_h","surprise"
"Landscapes_154_h","happiness"
"Landscapes_140_v","happiness"
"Objects_124_h","surprise"
"Faces_352_h","surprise"
"Objects_010_h","surprise"
"Objects_211_h","surprise"
"Faces_192_h","surprise"
"Objects_093_h","surprise"
"Objects_056_h","happiness"
"Objects_178_v","happiness"
"Animals_213_h","sadness"
"Animals_137_h","happiness"
"Faces_306_v","surprise"
"Landscapes_057_h","fear"
"Objects_278_h","happiness"
"Animals_173_h","happiness"
"Landscapes_100_h","sadness"
"Landscapes_180_h","happiness"
"Animals_212_v","happiness"
"Animals_185_h","happiness"
"Faces_120_h","happiness"
"Animals_206_h","surprise"
"People_166_h","surprise"
"Animals_184_h","happiness"
"Objects_306_h","happiness"
"Objects_184_v","disgust"
"Faces_347_h","happiness"
"Animals_215_v","surprise"
"Faces_261_v","happiness"
"Animals_159_h","surprise"
"Faces_323_h","happiness"
"People_056_h","sadness"
"Faces_118_h","happiness"
"Animals_183_h","happiness"
"Landscapes_063_h","happiness"
"Objects_247_h","surprise"
"Objects_130_h","surprise"
"Animals_118_h","surprise"
"Landscapes_091_h","happiness"
"Faces_345_h","happiness"
"Faces_225_v","happiness"
"Objects_067_h","disgust"
"Objects_086_h","happiness"
"Faces_096_h","happiness"
"Faces_318_v","happiness"
"Animals_109_h","surprise"
"Faces_358_h","happiness"
"Faces_215_v","sadness"
"Landscapes_042_h","happiness"
"People_192_h","happiness"
"Faces_132_h","happiness"
"Faces_066_h","surprise"
"Animals_217_h","surprise"
"Faces_134_h","happiness"
"Faces_065_h","sadness"
"Objects_050_h","surprise"
"Faces_086_v","happiness"
"Objects_242_h","disgust"
"People_068_h","happiness"
"Landscapes_087_h","happiness"
"Faces_103_h","happiness"
"People_044_h","happiness"
"Faces_115_h","happiness"
"Landscapes_084_v","happiness"
"Faces_361_v","happiness"
"Objects_236_h","sadness"
"Faces_122_h","happiness"
"Faces_030_h","happiness"
"Landscapes_123_h","happiness"
"Faces_081_v","happiness"
"Objects_108_v","sadness"
"Objects_276_h","sadness"
"Landscapes_075_h","surprise"
"Faces_357_v","happiness"
"Objects_196_h","surprise"
"Objects_245_h","surprise"
"Faces_198_h","surprise"
"Faces_246_v","happiness"
"Animals_090_h","happiness"
"Faces_116_h","happiness"
"Objects_310_h","happiness"
"Animals_097_h","happiness"
"Objects_319_h","surprise"
"Faces_133_h","happiness"
"Faces_360_v","happiness"
"Faces_126_h","happiness"
"Landscapes_054_h","happiness"
"Faces_203_h","happiness"
"Animals_181_h","surprise"
"Landscapes_083_h","happiness"
"Objects_177_h","surprise"
"Faces_083_h","happiness"
"Faces_089_h","happiness"
"Faces_079_h","happiness"
"Landscapes_024_v","sadness"
"Objects_077_h","surprise"
"Objects_084_v","happiness"
"People_090_v","surprise"
"Objects_195_v","happiness"
"People_174_v","happiness"
"Faces_330_v","happiness"
"Objects_230_h","happiness"
"Animals_100_h","happiness"
"Animals_166_v","happiness"
"Faces_231_v","happiness"
"Animals_177_h","sadness"
"Faces_049_h","sadness"
"Objects_208_h","surprise"
"Objects_312_h","happiness"
"Faces_232_h","happiness"
"Faces_186_h","surprise"
"Landscapes_126_h","happiness"
"Animals_117_h","surprise"
"Objects_175_h","surprise"
"People_146_h","surprise"
"Faces_339_h","happiness"
"Landscapes_128_h","happiness"
"Faces_315_h","sadness"
"Faces_101_h","happiness"
"Faces_309_h","sadness"
"Faces_182_h","sadness"
"Faces_351_h","happiness"
"People_041_h","surprise"
"Faces_088_v","happiness"
"Animals_101_v","surprise"
"Animals_158_h","happiness"
"Animals_201_h","surprise"
"Animals_187_h","happiness"
"Objects_074_v","happiness"
"Faces_140_h","happiness"
"Objects_192_h","surprise"
"Objects_209_h","surprise"
"Animals_131_h","happiness"
"Objects_049_h","surprise"
"Faces_227_v","happiness"
"Faces_333_h","happiness"
"Faces_321_h","happiness"
"Landscapes_121_h","happiness"
"Objects_090_h","disgust"
"Faces_252_h","happiness"
"Faces_253_v","happiness"
"Landscapes_132_h","happiness"
"Faces_228_h","happiness"
"Landscapes_082_v","happiness"
"Faces_346_v","happiness"
"Faces_139_v","happiness"
"Faces_254_h","happiness"
"Objects_258_h","happiness"
"Objects_237_h","happiness"
"Faces_242_h","happiness"
"Faces_236_h","happiness"
"Faces_105_h","happiness"
"Faces_124_h","happiness"
"Objects_201_v","surprise"
"Faces_064_h","happiness"
"Objects_161_v","surprise"
"Faces_316_h","happiness"
"People_091_h","happiness"
"Objects_205_h","surprise"
"Faces_256_h","happiness"
"Faces_356_h","happiness"
"People_171_v","surprise"
"Animals_186_h","happiness"
"Faces_340_h","happiness"
"Objects_069_h","happiness"
"Faces_258_h","happiness"
"Landscapes_152_h","happiness"
"Objects_038_v","happiness"
"Faces_137_h","happiness"
"Faces_108_h","happiness"
"People_092_v","surprise"
"People_055_h","happiness"
"Objects_239_v","fear"
"Landscapes_064_h","happiness"
"Faces_082_v","happiness"
"Faces_104_h","happiness"
"Landscapes_119_h","happiness"
"Landscapes_097_v","happiness"
"People_106_v","happiness"
"Faces_324_h","happiness"
"Faces_100_h","happiness"
"Faces_131_v","happiness"
"Faces_111_h","happiness"
"Objects_308_h","sadness"
"Faces_091_v","happiness"
"Objects_169_h","surprise"
"People_067_h","happiness"
"Faces_092_h","happiness"
"Objects_249_v","surprise"
"Faces_221_v","sadness"
"Faces_350_h","happiness"
"Objects_295_h","surprise"
"Faces_136_v","happiness"
"Faces_078_h","happiness"
"Faces_344_h","happiness"
"People_089_h","happiness"
"Faces_354_v","happiness"
"Objects_260_h","happiness"
"Faces_002_v","happiness"
"People_116_h","happiness"
"Objects_078_h","happiness"
"People_185_h","happiness"
"People_152_h","happiness"
"People_181_v","happiness"
"Faces_238_h","happiness"
"Animals_218_h","surprise"
"People_167_h","surprise"
"Faces_235_v","happiness"
"Faces_127_h","happiness"
"Faces_138_h","happiness"
"Faces_334_h","surprise"
"Faces_107_h","happiness"
"Faces_353_h","happiness"
"People_176_h","happiness"
"Landscapes_147_h","happiness"
"Faces_106_h","happiness"
"Objects_094_v","happiness"
"Faces_337_h","happiness"
"Landscapes_120_v","happiness"
"Faces_327_v","happiness"
