"image","predicted_emotion"
"7500","sadness"
"7501","happiness"
"7502","happiness"
"7503","surprise"
"7510","happiness"
"7545","happiness"
"7550","happiness"
"7560","surprise"
"7570","sadness"
"7580","happiness"
"7590","anger"
"7595","neutral"
"7600","fear"
"7620","happiness"
"7640","fear"
"7700","disgust"
"7705","neutral"
"7710","sadness"
"7820","disgust"
"7830","surprise"
"7900","happiness"
"7920","sadness"
"7950","sadness"
"8010","sadness"
"8021","happiness"
"8030","fear"
"8031","surprise"
"8032","happiness"
"8033","happiness"
"8034","happiness"
"8040","surprise"
"8041","surprise"
"8050","happiness"
"8060","anger"
"8080","happiness"
"8090","happiness"
"8116","anger"
"8117","surprise"
"8120","happiness"
"8130","happiness"
"8160","fear"
"8161","happiness"
"8162","happiness"
"8170","happiness"
"8180","surprise"
"8185","happiness"
"8190","happiness"
"8200","happiness"
"8210","surprise"
"8220","happiness"
"8230","disgust"
"8231","disgust"
"8232","happiness"
"8250","surprise"
"8260","surprise"
"8280","surprise"
"8300","surprise"
"8311","anger"
"8320","happiness"
"8330","happiness"
"8340","happiness"
"8350","happiness"
"8370","happiness"
"8380","happiness"
"8400","fear"
"8420","happiness"
"8460","happiness"
"8461","happiness"
"8465","happiness"
"8470","happiness"
"8480","fear"
"8490","happiness"
"8496","happiness"
"8497","happiness"
"8500","happiness"
"8501","happiness"
"8502","happiness"
"8503","happiness"
"8510","happiness"
"8531","happiness"
"8540","happiness"
"8600","happiness"
"9000","sadness"
"9001","sadness"
"9005","sadness"
"9006","fear"
"9007","disgust"
"9008","disgust"
"9010","fear"
"9040","sadness"
"9041","sadness"
"9042","disgust"
"9045","surprise"
"9046","sadness"
"9050","fear"
"9070","sadness"
"9080","fear"
"9090","disgust"
"9101","disgust"
"9102","fear"
"9110","disgust"
"9120","sadness"
"9140","disgust"
"9156","surprise"
"9160","fear"
"9180","sadness"
"9181","sadness"
"9182","sadness"
"9190","sadness"
"9210","sadness"
"9220","sadness"
"9230","fear"
"9250","sadness"
"9252","disgust"
"9253","BLOCKED"
"9265","sadness"
"9270","fear"
"9280","disgust"
"9290","disgust"
"9300","disgust"
"9320","disgust"
"9330","disgust"
"9331","sadness"
"9340","disgust"
"9360","sadness"
"9373","disgust"
"9390","disgust"
"9400","disgust"
"9401","fear"
"9402","anger"
"9404","fear"
"9405","BLOCKED"
"9410","BLOCKED"
"9411","fear"
"9415","sadness"
"9417","fear"
"9420","BLOCKED"
"9421","sadness"
"9430","sadness"
"9432","sadness"
"9433","disgust"
"9440","sadness"
"9452","fear"
"9470","sadness"
"9480","disgust"
"9490","disgust"
"9500","disgust"
"9520","sadness"
"9530","sadness"
"9560","sadness"
"9561","sadness"
"9570","BLOCKED"
"9571","sadness"
"9582","disgust"
"9584","fear"
"9592","fear"
"9594","fear"
"9600","sadness"
"9611","sadness"
"9620","fear"
"9621","fear"
"9622","fear"
"9630","fear"
"9700","disgust"
"9800","anger"
"9810","anger"
"9830","disgust"
"9910","sadness"
"9911","sadness"
"9912","sadness"
"9920","sadness"
"9921","sadness"
