"image","predicted_emotion"
"3051","disgust"
"3053","disgust"
"3060","disgust"
"3061","disgust"
"3062","disgust"
"3063","disgust"
"3064","disgust"
"3071","disgust"
"3080","disgust"
"3100","disgust"
"3102","disgust"
"3110","disgust"
"3120","disgust"
"3130","disgust"
"3140","disgust"
"3150","disgust"
"3160","disgust"
"3168","disgust"
"3170","disgust"
"3180","sadness"
"3181","disgust"
"3190","disgust"
"3210","disgust"
"3220","disgust"
"3230","sadness"
"3250","disgust"
"3261","disgust"
"3266","disgust"
"3280","disgust"
"3300","sadness"
"3301","disgust"
"3350","disgust"
"3400","disgust"
"3500","fear"
"3530","disgust"
"3550","disgust"
"4000","disgust"
"4001","surprise"
"4002","surprise"
"4003","surprise"
"4004","happiness"
"4005","disgust"
"4100","disgust"
"4150","happiness"
"4180","disgust"
"4210","disgust"
"4220","happiness"
"4230","disgust"
"4232","disgust"
"4233","happiness"
"4235","disgust"
"4240","disgust"
"4250","sadness"
"4274","disgust"
"4275","disgust"
"4279","disgust"
"4290","disgust"
"4300","disgust"
"4302","disgust"
"4310","disgust"
"4320","disgust"
"4460","disgust"
"4470","disgust"
"4490","disgust"
"4500","happiness"
"4510","happiness"
"4520","disgust"
"4530","disgust"
"4531","happiness"
"4532","happiness"
"4533","happiness"
"4534","disgust"
"4535","disgust"
"4536","disgust"
"4550","disgust"
"4561","happiness"
"4571","happiness"
"4572","happiness"
"4598","sadness"
"4599","happiness"
"4601","happiness"
"4603","happiness"
"4605","disgust"
"4606","disgust"
"4607","happiness"
"4608","sadness"
"4609","disgust"
"4610","disgust"
"4611","disgust"
"4613","disgust"
"4614","happiness"
"4617","happiness"
"4621","disgust"
"4631","disgust"
"4635","surprise"
"4640","love"
"4641","happiness"
"4650","sadness"
"4651","disgust"
"4652","disgust"
"4653","love"
"4656","happiness"
"4658","disgust"
"4659","disgust"
"4660","disgust"
"4664","disgust"
"4666","disgust"
"4669","disgust"
"4670","disgust"
"4672","disgust"
"4680","disgust"
"4681","disgust"
"4683","disgust"
"4687","disgust"
"4689","disgust"
"4690","disgust"
"4700","happiness"
"4750","sadness"
"4770","disgust"
"4800","disgust"
"4810","disgust"
"5000","happiness"
"5001","happiness"
"5010","happiness"
"5020","disgust"
"5030","disgust"
"5120","disgust"
"5130","disgust"
"5200","happiness"
"5201","happiness"
"5220","surprise"
"5250","disgust"
"5260","surprise"
"5270","surprise"
"5300","awe"
"5390","sadness"
"5395","disgust"
"5410","sadness"
"5450","surprise"
"5455","surprise"
"5460","disgust"
"5470","surprise"
"5480","surprise"
"5500","disgust"
"5510","disgust"
"5520","disgust"
"5530","disgust"
"5531","disgust"
"5532","disgust"
"5533","disgust"
"5534","disgust"
"5535","disgust"
"5593","surprise"
"5594","disgust"
"5600","awe"
"5621","surprise"
"5622","surprise"
"5623","surprise"
"5626","disgust"
"5628","happiness"
"5629","awe"
"5660","awe"
"5700","awe"
"5720","surprise"
"5731","happiness"
"5740","disgust"
"5750","happiness"
"5760","happiness"
"5779","happiness"
"5780","happiness"
"5800","happiness"
"5820","disgust"
"5830","happiness"
"5831","happiness"
"5849","happiness"
"5870","disgust"
"5875","happiness"
"5890","sadness"
"5891","disgust"
"5900","disgust"
"5910","surprise"
"5920","surprise"
"5940","fear"
"5950","surprise"
"5970","fear"
"5971","fear"
"5972","fear"
"5982","disgust"
"5990","disgust"
"5991","disgust"
"5994","surprise"
"6000","disgust"
"6010","sadness"
"6020","disgust"
"6150","disgust"
"6190","fear"
"6200","disgust"
"6210","fear"
"6211","fear"
"6212","sadness"
"6213","fear"
"6230","fear"
"6241","disgust"
"6242","fear"
"6243","anger"
"6244","surprise"
"6250","fear"
"6260","fear"
"6300","fear"
"6312","happiness"
"6313","disgust"
"6314","surprise"
"6350","disgust"
"6360","disgust"
"6370","sadness"
"6410","disgust"
"6510","fear"
"6530","sadness"
"6540","disgust"
"6550","disgust"
"6560","disgust"
"6561","disgust"
"6570","disgust"
"6571","fear"
"6610","disgust"
"6800","disgust"
"6821","anger"
"6830","disgust"
"6831","disgust"
"6834","disgust"
"6836","fear"
"6838","surprise"
"6840","disgust"
"6900","surprise"
"6910","disgust"
"6930","surprise"
"6940","disgust"
"7000","disgust"
"7002","disgust"
"7004","disgust"
"7006","sadness"
"7009","disgust"
"7010","disgust"
"7020","sadness"
"7025","disgust"
"7030","disgust"
"7031","sadness"
"7034","disgust"
"7035","disgust"
"7040","disgust"
"7050","disgust"
"7060","disgust"
"7080","disgust"
"7090","disgust"
"7095","disgust"
"7096","disgust"
"7100","disgust"
"7110","disgust"
"7130","sadness"
"7140","disgust"
"7150","disgust"
"7160","surprise"
"7170","disgust"
"7175","disgust"
"7180","disgust"
"7182","disgust"
"7183","surprise"
"7184","disgust"
"7185","disgust"
"7186","disgust"
"7187","disgust"
"7190","disgust"
"7195","disgust"
"7200","disgust"
"7205","surprise"
"7207","surprise"
"7211","sadness"
"7217","sadness"
"7220","happiness"
"7224","sadness"
"7230","happiness"
"7233","happiness"
"7234","disgust"
"7235","disgust"
"7237","surprise"
"7238","surprise"
"7260","disgust"
"7270","disgust"
"7280","happiness"
"7281","disgust"
"7282","surprise"
"7283","disgust"
"7284","disgust"
"7285","disgust"
"7286","disgust"
"7289","disgust"
"7320","disgust"
"7325","happiness"
"7330","disgust"
"7340","disgust"
"7350","happiness"
"7351","happiness"
"7352","disgust"
"7360","disgust"
"7361","disgust"
"7380","disgust"
"7390","happiness"
"7400","disgust"
"7402","happiness"
"7410","disgust"
"7430","disgust"
"7450","disgust"
"7460","disgust"
"7470","disgust"
"7475","disgust"
"7480","disgust"
"7481","happiness"
"7490","sadness"
"7491","disgust"
"7495","surprise"
"7496","surprise"
"7500","disgust"
"7501","surprise"
"7502","happiness"
"7503","surprise"
"7510","disgust"
"7545","disgust"
"7550","disgust"
"7560","surprise"
"7570","disgust"
"7580","surprise"
"7590","disgust"
"7595","disgust"
"7600","surprise"
"7620","disgust"
"7640","fear"
"7700","disgust"
"7705","disgust"
"7710","sadness"
"7820","disgust"
"7830","disgust"
"7900","disgust"
"7920","disgust"
"7950","disgust"
"8010","disgust"
"8021","happiness"
"8030","surprise"
"8031","disgust"
"8032","surprise"
"8033","disgust"
"8034","happiness"
"8040","surprise"
"8041","surprise"
"8050","disgust"
"8060","disgust"
"8080","surprise"
"8090","surprise"
"8116","surprise"
"8117","surprise"
"8120","happiness"
"8130","disgust"
"8160","surprise"
"8161","happiness"
"8162","surprise"
"8170","surprise"
"8180","surprise"
"8185","surprise"
"8190","happiness"
"8200","surprise"
"8210","surprise"
"8220","disgust"
"8230","sadness"
"8231","disgust"
"8232","disgust"
"8250","surprise"
"8260","disgust"
"8280","disgust"
"8300","surprise"
"8311","disgust"
"8320","happiness"
"8330","happiness"
"8340","surprise"
"8350","happiness"
"8370","surprise"
"8380","joy"
"8400","surprise"
"8420","happiness"
"8460","happiness"
"8461","happiness"
"8465","happiness"
"8470","happiness"
"8480","fear"
"8490","joy"
"8496","happiness"
"8497","happiness"
"8500","awe"
"8501","disgust"
"8502","disgust"
"8503","happiness"
"8510","disgust"
"8531","disgust"
"8540","happiness"
"8600","happiness"
"9000","sadness"
"9001","sadness"
"9005","hiv"
"9006","hiv"
"9007","disgust"
"9008","disgust"
"9010","disgust"
"9040","sadness"
"9041","sadness"
"9042","disgust"
"9045","disgust"
"9046","sadness"
"9050","disgust"
"9070","sadness"
"9080","disgust"
"9090","disgust"
"9101","disgust"
"9102","disgust"
"9110","disgust"
"9120","fear"
"9140","disgust"
"9156","surprise"
"9160","disgust"
"9180","disgust"
"9181","disgust"
"9182","disgust"
"9190","sadness"
"9210","sadness"
"9220","sadness"
"9230","fear"
"9250","disgust"
"9252","disgust"
"9253","disgust"
"9265","sadness"
"9270","disgust"
"9280","disgust"
"9290","disgust"
"9300","disgust"
"9320","disgust"
"9330","disgust"
"9331","disgust"
"9340","disgust"
"9360","disgust"
"9373","disgust"
"9390","disgust"
"9400","disgust"
"9401","disgust"
"9402","disgust"
"9404","disgust"
"9405","disgust"
"9410","disgust"
"9411","disgust"
"9415","disgust"
"9417","disgust"
"9420","disgust"
"9421","disgust"
"9430","disgust"
"9432","disgust"
"9433","disgust"
"9440","disgust"
"9452","disgust"
"9470","disgust"
"9480","disgust"
"9490","disgust"
"9500","disgust"
"9520","disgust"
"9530","sadness"
"9560","disgust"
"9561","sadness"
"9570","disgust"
"9571","sadness"
"9582","disgust"
"9584","disgust"
"9592","disgust"
"9594","disgust"
"9600","disgust"
"9611","disgust"
"9620","disgust"
"9621","disgust"
"9622","disgust"
"9630","surprise"
"9700","disgust"
"9800","disgust"
"9810","disgust"
"9830","disgust"
"9910","disgust"
"9911","disgust"
"9912","disgust"
"9920","disgust"
"9921","disgust"
