"image","predicted_emotion"
"4605","sadness"
"4606","happiness"
"4607","happiness"
"4608","happiness"
"4609","happiness"
"4610","sadness"
"4611","happiness"
"4613","sadness"
"4614","happiness"
"4617","happiness"
"4621","sadness"
"4631","happiness"
"4635","disgust"
"4640","happiness"
"4641","happiness"
"4650","sadness"
"4651","happiness"
"4652","happiness"
"4653","happiness"
"4656","happiness"
"4658","happiness"
"4659","happiness"
"4660","happiness"
"4664","happiness"
"4666","happiness"
"4669","happiness"
"4670","happiness"
"4672","happiness"
"4680","happiness"
"4681","happiness"
"4683","happiness"
"4687","happiness"
"4689","happiness"
"4690","happiness"
"4700","happiness"
"4750","happiness"
"4770","happiness"
"4800","happiness"
"4810","happiness"
"5000","happiness"
"5001","happiness"
"5010","happiness"
"5020","happiness"
"5030","happiness"
"5120","sadness"
"5130","sadness"
"5200","happiness"
"5201","happiness"
"5220","fear"
"5250","sadness"
"5260","awe"
"5270","fear"
"5300","wonder"
"5390","sadness"
"5395","sadness"
"5410","happiness"
"5450","surprise"
"5455","happiness"
"5460","surprise"
"5470","awe"
"5480","happiness"
"5500","happiness"
"5510","surprise"
"5520","happiness"
"5530","happiness"
"5531","disgust"
"5532","disgust"
"5533","happiness"
"5534","surprise"
"5535","sadness"
"5593","fear"
"5594","surprise"
"5600","sadness"
"5621","happiness"
"5622","happiness"
"5623","surprise"
"5626","happiness"
"5628","happiness"
"5629","happiness"
"5660","wonder"
"5700","wonder"
"5720","happiness"
"5731","happiness"
"5740","sadness"
"5750","happiness"
"5760","happiness"
"5779","happiness"
"5780","happiness"
"5800","happiness"
"5820","happiness"
"5830","happiness"
"5831","happiness"
"5849","happiness"
"5870","happiness"
"5875","happiness"
"5890","awe"
"5891","happiness"
"5900","happiness"
"5910","happiness"
"5920","fear"
"5940","fear"
"5950","fear"
"5970","sadness"
"5971","fear"
"5972","fear"
"5982","happiness"
"5990","fear"
"5991","happiness"
"5994","happiness"
"6000","sadness"
"6010","sadness"
"6020","fear"
"6150","neutrality"
"6190","fear"
"6200","fear"
"6210","fear"
"6211","fear"
"6212","sadness"
"6213","fear"
"6230","fear"
"6241","fear"
"6242","fear"
"6243","anger"
"6244","fear"
"6250","fear"
"6260","fear"
"6300","fear"
"6312","happiness"
"6313","happiness"
"6314","anger"
"6350","fear"
"6360","happiness"
"6370","fear"
"6410","fear"
"6510","fear"
"6530","sadness"
"6540","sadness"
"6550","fear"
"6560","fear"
"6561","happiness"
"6570","fear"
"6571","fear"
"6610","fear"
"6800","fear"
"6821","anger"
"6830","fear"
"6831","sadness"
"6834","fear"
"6836","fear"
"6838","fear"
"6840","sadness"
"6900","surprise"
"6910","fear"
"6930","happiness"
"6940","fear"
"7000","sadness"
"7002","happiness"
"7004","happiness"
"7006","sadness"
"7009","happiness"
"7010","sadness"
"7020","sadness"
"7025","happiness"
"7030","sadness"
"7031","sadness"
"7034","happiness"
"7035","happiness"
"7040","sadness"
"7050","happiness"
"7060","sadness"
"7080","sadness"
"7090","sadness"
"7095","happiness"
"7096","happiness"
"7100","happiness"
"7110","sadness"
"7130","happiness"
"7140","happiness"
"7150","sadness"
"7160","surprise"
"7170","happiness"
"7175","happiness"
"7180","sadness"
"7182","anger"
"7183","happiness"
"7184","fear"
"7185","happiness"
"7186","happiness"
"7187","happiness"
"7190","sadness"
"7195","surprise"
"7200","happiness"
"7205","happiness"
"7207","happiness"
"7211","happiness"
"7217","happiness"
"7220","happiness"
"7224","boredom"
"7230","happiness"
"7233","happiness"
"7234","sadness"
"7235","happiness"
"7237","happiness"
"7238","happiness"
"7260","happiness"
"7270","happiness"
"7280","happiness"
"7281","happiness"
"7282","happiness"
"7283","happiness"
"7284","happiness"
"7285","happiness"
"7286","happiness"
"7289","happiness"
"7320","happiness"
"7325","happiness"
"7330","happiness"
"7340","happiness"
"7350","happiness"
"7351","happiness"
"7352","happiness"
"7360","happiness"
"7361","surprise"
"7380","disgust"
"7390","happiness"
"7400","happiness"
"7402","happiness"
"7410","happiness"
"7430","happiness"
"7450","happiness"
"7460","happiness"
"7470","happiness"
"7475","happiness"
"7480","happiness"
"7481","happiness"
"7490","sadness"
"7491","sadness"
"7495","happiness"
"7496","happiness"
"7500","sadness"
"7501","happiness"
"7502","happiness"
"7503","happiness"
"7510","happiness"
"7545","happiness"
"7550","happiness"
"7560","happiness"
"7570","happiness"
"7580","happiness"
"7590","anger"
"7595","happiness"
"7600","fear"
"7620","happiness"
"7640","fear"
"7700","sadness"
"7705","happiness"
"7710","sadness"
"7820","happiness"
"7830","happiness"
"7900","happiness"
"7920","sadness"
"7950","happiness"
"8010","sadness"
"8021","happiness"
"8030","happiness"
"8031","surprise"
"8032","happiness"
"8033","happiness"
"8034","happiness"
"8040","surprise"
"8041","happiness"
"8050","happiness"
"8060","anger"
"8080","surprise"
"8090","surprise"
"8116","anger"
"8117","surprise"
"8120","happiness"
"8130","surprise"
"8160","surprise"
"8161","surprise"
"8162","happiness"
"8170","happiness"
"8180","happiness"
"8185","surprise"
"8190","happiness"
"8200","happiness"
"8210","happiness"
"8220","happiness"
"8230","sadness"
"8231","sadness"
"8232","happiness"
"8250","excitement"
"8260","excitement"
"8280","happiness"
"8300","happiness"
"8311","happiness"
"8320","happiness"
"8330","happiness"
"8340","fear"
"8350","happiness"
"8370","happiness"
"8380","happiness"
"8400","surprise"
"8420","happiness"
"8460","happiness"
"8461","happiness"
"8465","happiness"
"8470","happiness"
"8480","fear"
"8490","happiness"
"8496","happiness"
"8497","happiness"
"8500","happiness"
"8501","happiness"
"8502","happiness"
"8503","happiness"
"8510","happiness"
"8531","happiness"
"8540","happiness"
"8600","happiness"
"9000","sadness"
"9001","sadness"
"9005","sadness"
"9006","sadness"
"9007","sadness"
"9008","disgust"
"9010","fear"
"9040","sadness"
"9041","sadness"
"9042","disgust"
"9045","sadness"
"9046","sadness"
"9050","sadness"
"9070","sadness"
"9080","fear"
"9090","surprise"
"9101","sadness"
"9102","sadness"
"9110","sadness"
"9120","fear"
"9140","sadness"
"9156","surprise"
"9160","sadness"
"9180","sadness"
"9181","sadness"
"9182","sadness"
"9190","happiness"
"9210","sadness"
"9220","sadness"
"9230","fear"
"9250","sadness"
"9252","fear"
"9253","sadness"
"9265","sadness"
"9270","fear"
"9280","sadness"
"9290","sadness"
"9300","disgust"
"9320","disgust"
"9330","sadness"
"9331","sadness"
"9340","sadness"
"9360","sadness"
"9373","sadness"
"9390","happiness"
"9400","sadness"
"9401","disgust"
"9402","fear"
"9404","fear"
"9405","sadness"
"9410","sadness"
"9411","fear"
"9415","sadness"
"9417","fear"
"9420","sadness"
"9421","sadness"
"9430","sadness"
"9432","happiness"
"9433","sadness"
"9440","sadness"
"9452","disgust"
"9470","sadness"
"9480","sadness"
"9490","sadness"
"9500","disgust"
"9520","sadness"
"9530","sadness"
"9560","sadness"
"9561","sadness"
"9570","disgust"
"9571","sadness"
"9582","sadness"
"9584","sadness"
"9592","sadness"
"9594","fear"
"9600","sadness"
"9611","sadness"
"9620","sadness"
"9621","sadness"
"9622","surprise"
"9630","fear"
"9700","happiness"
"9800","anger"
"9810","fear"
"9830","sadness"
"9910","sadness"
"9911","sadness"
"9912","sadness"
"9920","sadness"
"9921","sadness"
