"image","predicted_emotion"
"7700","disgust"
"7705","disgust"
"7710","sadness"
"7820","surprise"
"7830","surprise"
"7900","happiness"
"7920","disgust"
"7950","disgust"
"8010","sadness"
"8021","surprise"
"8030","surprise"
"8031","surprise"
"8032","surprise"
"8033","surprise"
"8034","surprise"
"8040","surprise"
"8041","surprise"
"8050","happiness"
"8060","surprise"
"8080","surprise"
"8090","surprise"
"8116","surprise"
"8117","surprise"
"8120","happiness"
"8130","surprise"
"8160","surprise"
"8161","surprise"
"8162","happiness"
"8170","surprise"
"8180","surprise"
"8185","surprise"
"8190","happiness"
"8200","happiness"
"8210","happiness"
"8220","surprise"
"8230","sadness"
"8231","sadness"
"8232","surprise"
"8250","surprise"
"8260","surprise"
"8280","surprise"
"8300","surprise"
"8311","happiness"
"8320","happiness"
"8330","happiness"
"8340","surprise"
"8350","happiness"
"8370","happiness"
"8380","happiness"
"8400","happiness"
"8420","happiness"
"8460","happiness"
"8461","happiness"
"8465","happiness"
"8470","happiness"
"8480","fear"
"8490","happiness"
"8496","happiness"
"8497","happiness"
"8500","happiness"
"8501","happiness"
"8502","happiness"
"8503","happiness"
"8510","happiness"
"8531","happiness"
"8540","happiness"
"8600","happiness"
"9000","sadness"
"9001","sadness"
"9005","disgust"
"9006","disgust"
"9007","fear"
"9008","disgust"
"9010","fear"
"9040","sadness"
"9041","sadness"
"9042","disgust"
"9045","happiness"
"9046","sadness"
"9050","sadness"
"9070","sadness"
"9080","fear"
"9090","surprise"
"9101","disgust"
"9102","fear"
"9110","disgust"
"9120","fear"
"9140","sadness"
"9156","surprise"
"9160","fear"
"9180","sadness"
"9181","sadness"
"9182","sadness"
"9190","sadness"
"9210","sadness"
"9220","sadness"
"9230","fear"
"9250","fear"
"9252","disgust"
"9253","sadness"
"9265","sadness"
"9270","disgust"
"9280","disgust"
"9290","disgust"
"9300","disgust"
"9320","disgust"
"9330","disgust"
"9331","sadness"
"9340","disgust"
"9360","sadness"
"9373","disgust"
"9390","disgust"
"9400","sadness"
"9401","disgust"
"9402","surprise"
"9404","fear"
"9405","disgust"
"9410","sadness"
"9411","fear"
"9415","sadness"
"9417","fear"
"9420","sadness"
"9421","sadness"
"9430","sadness"
"9432","happiness"
"9433","sadness"
"9440","disgust"
"9452","disgust"
"9470","sadness"
"9480","sadness"
"9490","disgust"
"9500","disgust"
"9520","sadness"
"9530","sadness"
"9560","disgust"
"9561","sadness"
"9570","disgust"
"9571","sadness"
"9582","fear"
"9584","fear"
"9592","fear"
"9594","fear"
"9600","sadness"
"9611","sadness"
"9620","fear"
"9621","fear"
"9622","fear"
"9630","surprise"
"9700","disgust"
"9800","disgust"
"9810","fear"
"9830","disgust"
"9910","sadness"
"9911","sadness"
"9912","disgust"
"9920","sadness"
"9921","fear"
