"image","predicted_emotion"
"7705","neutral"
"7710","sadness"
"7820","happiness"
"7830","happiness"
"7900","happiness"
"7920","disgust"
"7950","sadness"
"8010","sadness"
"8021","happiness"
"8030","happiness"
"8031","happiness"
"8032","happiness"
"8033","happiness"
"8034","happiness"
"8040","surprise"
"8041","happiness"
"8050","happiness"
"8060","anger"
"8080","happiness"
"8090","happiness"
"8116","anger"
"8117","surprise"
"8120","happiness"
"8130","happiness"
"8160","fear"
"8161","happiness"
"8162","happiness"
"8170","happiness"
"8180","happiness"
"8185","happiness"
"8190","happiness"
"8200","happiness"
"8210","happiness"
"8220","happiness"
"8230","disgust"
"8231","sadness"
"8232","happiness"
"8250","happiness"
"8260","happiness"
"8280","happiness"
"8300","happiness"
"8311","surprise"
"8320","happiness"
"8330","happiness"
"8340","happiness"
"8350","happiness"
"8370","happiness"
"8380","happiness"
"8400","happiness"
"8420","happiness"
"8460","happiness"
"8461","happiness"
"8465","happiness"
"8470","happiness"
"8480","fear"
"8490","happiness"
"8496","happiness"
"8497","happiness"
"8500","happiness"
"8501","happiness"
"8502","happiness"
"8503","happiness"
"8510","happiness"
"8531","happiness"
"8540","happiness"
"8600","happiness"
"9000","sadness"
"9001","sadness"
"9005","sadness"
"9006","sadness"
"9007","disgust"
"9008","disgust"
"9010","sadness"
"9040","sadness"
"9041","sadness"
"9042","disgust"
"9045","happiness"
"9046","sadness"
"9050","fear"
"9070","sadness"
"9080","fear"
"9090","disgust"
"9101","fear"
"9102","fear"
"9110","disgust"
"9120","fear"
"9140","sadness"
"9156","happiness"
"9160","sadness"
"9180","sadness"
"9181","sadness"
"9182","sadness"
"9190","sadness"
"9210","sadness"
"9220","sadness"
"9230","fear"
"9250","disgust"
"9252","disgust"
"9253","disgust"
"9265","sadness"
"9270","fear"
"9280","disgust"
"9290","disgust"
"9300","disgust"
"9320","disgust"
"9330","disgust"
"9331","sadness"
"9340","disgust"
"9360","sadness"
"9373","disgust"
"9390","disgust"
"9400","sadness"
"9401","fear"
"9402","anger"
"9404","fear"
"9405","disgust"
"9410","disgust"
"9411","fear"
"9415","sadness"
"9417","fear"
"9420","disgust"
"9421","sadness"
"9430","sadness"
"9432","happiness"
"9433","sadness"
"9440","sadness"
"9452","anger"
"9470","sadness"
"9480","sadness"
"9490","disgust"
"9500","disgust"
"9520","disgust"
"9530","sadness"
"9560","sadness"
"9561","sadness"
"9570","disgust"
"9571","sadness"
"9582","disgust"
"9584","fear"
"9592","fear"
"9594","fear"
"9600","sadness"
"9611","sadness"
"9620","fear"
"9621","sadness"
"9622","fear"
"9630","fear"
"9700","disgust"
"9800","disgust"
"9810","fear"
"9830","disgust"
"9910","sadness"
"9911","sadness"
"9912","fear"
"9920","sadness"
"9921","fear"
